"id","citizen_id","status","opened_at"
"461","461","CLOSED","4/7/2026 12:26:29 PM"
"462","462","UNDER_INVESTIGATION","11/24/2017 4:26:29 AM"
"463","463","OPEN","1/31/2023 1:26:29 PM"
"464","464","CLOSED","9/2/2019 1:26:29 AM"
"465","465","UNDER_INVESTIGATION","1/17/2022 8:26:29 PM"
"466","466","OPEN","11/22/2020 4:26:29 AM"
"467","467","CLOSED","4/20/2026 1:26:29 PM"
"468","468","UNDER_INVESTIGATION","12/7/2022 2:26:29 PM"
"469","469","OPEN","12/18/2024 2:26:29 PM"
"470","470","CLOSED","10/11/2018 9:26:29 PM"
"471","471","UNDER_INVESTIGATION","7/15/2017 4:26:29 AM"
"472","472","OPEN","11/6/2019 3:26:29 PM"
"473","473","CLOSED","5/31/2019 7:26:29 PM"
"474","474","UNDER_INVESTIGATION","5/3/2017 10:26:29 AM"
"475","475","OPEN","4/16/2019 7:26:29 AM"
"476","476","CLOSED","9/7/2024 11:26:29 PM"
"477","477","UNDER_INVESTIGATION","12/25/2024 9:26:29 PM"
"478","478","OPEN","6/28/2017 10:26:29 PM"
"479","479","CLOSED","10/11/2024 11:26:29 AM"
"480","480","UNDER_INVESTIGATION","4/4/2019 6:26:29 AM"
"481","481","OPEN","12/19/2022 10:26:29 PM"
"482","482","CLOSED","5/18/2026 2:26:29 AM"
"483","483","UNDER_INVESTIGATION","6/7/2023 9:26:29 PM"
"484","484","OPEN","6/5/2017 2:26:29 AM"
"485","485","CLOSED","10/8/2022 2:26:29 PM"
"486","486","UNDER_INVESTIGATION","9/7/2016 4:26:29 PM"
"487","487","OPEN","11/25/2025 9:26:29 AM"
"488","488","CLOSED","2/21/2019 3:26:29 AM"
"489","489","UNDER_INVESTIGATION","12/5/2020 12:26:29 PM"
"490","490","OPEN","7/5/2025 12:26:29 PM"
"491","491","CLOSED","3/9/2022 9:26:29 AM"
"492","492","UNDER_INVESTIGATION","9/3/2023 2:26:29 AM"
"493","493","OPEN","3/15/2023 6:26:29 PM"
"494","494","CLOSED","10/3/2020 1:26:29 AM"
"495","495","UNDER_INVESTIGATION","7/20/2025 1:26:29 AM"
"496","496","OPEN","7/13/2023 4:26:29 PM"
"497","497","CLOSED","6/16/2023 7:26:29 AM"
"498","498","UNDER_INVESTIGATION","12/6/2021 1:26:29 PM"
"499","499","OPEN","3/28/2018 1:26:29 PM"
"500","500","CLOSED","7/9/2020 1:26:29 PM"
"501","501","UNDER_INVESTIGATION","7/7/2018 12:26:29 PM"
"502","502","OPEN","10/20/2021 10:26:29 PM"
"503","503","CLOSED","1/17/2020 5:26:29 PM"
"504","504","UNDER_INVESTIGATION","1/1/2024 2:26:29 AM"
"505","505","OPEN","8/1/2020 7:26:29 PM"
"506","506","CLOSED","11/26/2023 2:26:29 PM"
"507","507","UNDER_INVESTIGATION","2/12/2024 7:26:29 PM"
"508","508","OPEN","1/16/2020 1:26:29 PM"
"509","509","CLOSED","8/25/2021 1:26:29 PM"
"510","510","UNDER_INVESTIGATION","11/25/2022 2:26:29 PM"
"511","511","OPEN","10/3/2023 10:26:29 PM"
"512","512","CLOSED","10/29/2024 10:26:29 AM"
"513","513","UNDER_INVESTIGATION","4/13/2026 2:26:29 AM"
"514","514","OPEN","3/26/2026 12:26:29 PM"
"515","515","CLOSED","10/1/2024 8:26:29 AM"
"516","516","UNDER_INVESTIGATION","6/7/2022 12:26:29 PM"
"517","517","OPEN","11/18/2024 10:26:29 AM"
"518","518","CLOSED","1/30/2020 8:26:29 AM"
"519","519","UNDER_INVESTIGATION","12/16/2025 4:26:29 PM"
"520","520","OPEN","5/20/2025 7:26:29 AM"
"521","521","CLOSED","10/6/2023 6:26:29 PM"
"522","522","UNDER_INVESTIGATION","3/6/2024 4:26:29 AM"
"523","523","OPEN","6/10/2026 6:26:29 AM"
"524","524","CLOSED","4/21/2026 2:26:29 AM"
"525","525","UNDER_INVESTIGATION","10/1/2025 4:26:29 AM"
"526","526","OPEN","7/1/2026 9:26:29 PM"
"527","527","CLOSED","3/18/2019 7:26:29 AM"
"528","528","UNDER_INVESTIGATION","9/20/2016 7:26:29 PM"
"529","529","OPEN","1/25/2019 6:26:29 AM"
"530","530","CLOSED","1/21/2019 8:26:29 PM"
"531","531","UNDER_INVESTIGATION","5/12/2019 9:26:29 PM"
"532","532","OPEN","11/6/2017 12:26:29 PM"
"533","533","CLOSED","9/2/2018 7:26:29 AM"
"534","534","UNDER_INVESTIGATION","12/18/2025 5:26:29 AM"
"535","535","OPEN","9/2/2022 11:26:29 AM"
"536","536","CLOSED","3/20/2023 11:26:29 AM"
"537","537","UNDER_INVESTIGATION","8/14/2025 8:26:29 AM"
"538","538","OPEN","5/4/2019 5:26:29 AM"
"539","539","CLOSED","1/6/2019 7:26:29 AM"
"540","540","UNDER_INVESTIGATION","11/24/2019 5:26:29 AM"
"541","541","OPEN","1/12/2022 11:26:29 AM"
"542","542","CLOSED","3/2/2017 6:26:29 PM"
"543","543","UNDER_INVESTIGATION","2/19/2025 12:26:29 AM"
"544","544","OPEN","12/7/2016 8:26:29 PM"
"545","545","CLOSED","1/24/2026 11:26:29 PM"
"546","546","UNDER_INVESTIGATION","8/1/2019 5:26:29 AM"
"547","547","OPEN","11/1/2023 3:26:29 AM"
"548","548","CLOSED","2/18/2024 5:26:29 AM"
"549","549","UNDER_INVESTIGATION","3/16/2026 6:26:29 PM"
"550","550","OPEN","9/8/2020 11:26:29 PM"
"551","551","CLOSED","9/5/2024 10:26:29 PM"
"552","552","UNDER_INVESTIGATION","2/3/2021 8:26:29 AM"
"553","553","OPEN","4/2/2017 9:26:29 AM"
"554","554","CLOSED","8/7/2021 9:26:29 PM"
"555","555","UNDER_INVESTIGATION","4/24/2023 10:26:29 PM"
"556","556","OPEN","3/30/2017 12:26:29 PM"
"557","557","CLOSED","4/15/2022 3:26:29 AM"
"558","558","UNDER_INVESTIGATION","8/6/2018 10:26:29 PM"
"559","559","OPEN","11/24/2022 2:26:29 AM"
"560","560","CLOSED","8/7/2021 2:26:29 AM"
"561","561","UNDER_INVESTIGATION","9/28/2017 10:26:29 PM"
"562","562","OPEN","5/6/2017 8:26:29 PM"
"563","563","CLOSED","6/1/2017 1:26:29 AM"
"564","564","UNDER_INVESTIGATION","2/2/2021 12:26:29 PM"
"565","565","OPEN","6/2/2021 2:26:29 PM"
"566","566","CLOSED","10/4/2024 4:26:29 AM"
"567","567","UNDER_INVESTIGATION","2/17/2023 8:26:29 AM"
"568","568","OPEN","3/15/2021 7:26:29 PM"
"569","569","CLOSED","8/29/2017 9:26:29 PM"
"570","570","UNDER_INVESTIGATION","4/28/2019 12:26:29 AM"
"571","571","OPEN","9/4/2022 1:26:29 PM"
"572","572","CLOSED","7/9/2017 6:26:29 AM"
"573","573","UNDER_INVESTIGATION","8/18/2024 3:26:29 AM"
"574","574","OPEN","5/17/2025 4:26:29 PM"
"575","575","CLOSED","11/12/2024 9:26:29 PM"
"576","576","UNDER_INVESTIGATION","10/7/2020 8:26:29 AM"
"577","577","OPEN","9/14/2021 7:26:29 PM"
"578","578","CLOSED","8/24/2024 10:26:29 PM"
"579","579","UNDER_INVESTIGATION","1/2/2021 10:26:29 PM"
"580","580","OPEN","7/23/2025 3:26:29 AM"
"581","581","CLOSED","2/3/2026 1:26:29 AM"
"582","582","UNDER_INVESTIGATION","8/6/2022 1:26:29 PM"
"583","583","OPEN","3/22/2019 6:26:29 PM"
"584","584","CLOSED","6/20/2018 8:26:29 AM"
"585","585","UNDER_INVESTIGATION","6/12/2025 8:26:29 PM"
"586","586","OPEN","7/29/2019 8:26:29 AM"
"587","587","CLOSED","6/19/2024 11:26:29 PM"
"588","588","UNDER_INVESTIGATION","2/4/2020 11:26:29 PM"
"589","589","OPEN","12/7/2025 8:26:29 AM"
"590","590","CLOSED","8/17/2019 10:26:29 AM"
"591","591","UNDER_INVESTIGATION","4/24/2026 7:26:29 AM"
"592","592","OPEN","10/26/2016 4:26:29 PM"
"593","593","CLOSED","2/11/2026 6:26:29 PM"
"594","594","UNDER_INVESTIGATION","4/24/2017 2:26:29 AM"
"595","595","OPEN","11/11/2020 12:26:29 PM"
"596","596","CLOSED","9/22/2018 2:26:29 PM"
"597","597","UNDER_INVESTIGATION","8/21/2022 11:26:29 PM"
"598","598","OPEN","9/7/2025 12:26:29 AM"
"599","599","CLOSED","10/26/2021 8:26:29 PM"
"600","600","UNDER_INVESTIGATION","10/11/2021 2:26:29 PM"
"601","601","OPEN","10/31/2020 9:26:29 AM"
"602","602","CLOSED","3/29/2026 10:26:29 PM"
"603","603","UNDER_INVESTIGATION","4/26/2026 8:26:29 AM"
"604","604","OPEN","3/4/2024 12:26:29 AM"
"605","605","CLOSED","8/14/2022 4:26:29 PM"
"606","606","UNDER_INVESTIGATION","9/24/2018 2:26:29 PM"
"607","607","OPEN","6/21/2017 2:26:29 PM"
"608","608","CLOSED","4/9/2022 9:26:29 AM"
"609","609","UNDER_INVESTIGATION","2/1/2024 5:26:29 AM"
"610","610","OPEN","1/3/2025 10:26:29 PM"
"611","611","CLOSED","6/18/2020 7:26:29 PM"
"612","612","UNDER_INVESTIGATION","6/2/2026 9:26:29 AM"
"613","613","OPEN","1/11/2020 3:26:29 AM"
"614","614","CLOSED","4/22/2022 1:26:29 AM"
"615","615","UNDER_INVESTIGATION","11/26/2023 11:26:29 PM"
"616","616","OPEN","5/15/2019 8:26:29 AM"
"617","617","CLOSED","10/26/2024 2:26:29 AM"
"618","618","UNDER_INVESTIGATION","1/13/2024 1:26:29 AM"
"619","619","OPEN","6/29/2021 11:26:29 PM"
"620","620","CLOSED","8/1/2025 10:26:29 PM"
"621","621","UNDER_INVESTIGATION","4/18/2020 4:26:29 AM"
"622","622","OPEN","8/7/2020 7:26:29 AM"
"623","623","CLOSED","5/13/2021 2:26:29 AM"
"624","624","UNDER_INVESTIGATION","12/20/2019 10:26:29 PM"
"625","625","OPEN","12/22/2020 10:26:29 PM"
"626","626","CLOSED","11/15/2017 5:26:29 PM"
"627","627","UNDER_INVESTIGATION","11/29/2025 6:26:29 PM"
"628","628","OPEN","3/14/2025 9:26:29 AM"
"629","629","CLOSED","8/3/2022 1:26:29 PM"
"630","630","UNDER_INVESTIGATION","12/18/2022 4:26:29 AM"
"631","631","OPEN","1/5/2019 2:26:29 AM"
"632","632","CLOSED","4/2/2019 2:26:29 AM"
"633","633","UNDER_INVESTIGATION","7/22/2018 5:26:29 PM"
"634","634","OPEN","3/5/2026 8:26:29 PM"
"635","635","CLOSED","3/20/2025 5:26:29 PM"
"636","636","UNDER_INVESTIGATION","7/28/2018 7:26:29 AM"
"637","637","OPEN","10/15/2024 11:26:29 AM"
"638","638","CLOSED","6/1/2026 1:26:29 AM"
"639","639","UNDER_INVESTIGATION","9/13/2016 5:26:29 AM"
"640","640","OPEN","8/20/2020 1:26:29 AM"
"641","641","CLOSED","6/23/2020 11:26:29 AM"
"642","642","UNDER_INVESTIGATION","2/1/2019 12:26:29 AM"
"643","643","OPEN","4/30/2022 4:26:29 PM"
"644","644","CLOSED","7/15/2020 6:26:29 AM"
"645","645","UNDER_INVESTIGATION","8/27/2016 12:26:29 PM"
"646","646","OPEN","8/22/2018 2:26:29 PM"
"647","647","CLOSED","7/24/2016 3:26:29 AM"
"648","648","UNDER_INVESTIGATION","11/5/2018 8:26:29 PM"
"649","649","OPEN","6/12/2017 3:26:29 PM"
"650","650","CLOSED","6/14/2026 6:26:29 PM"
"651","651","UNDER_INVESTIGATION","4/4/2021 9:26:29 AM"
"652","652","OPEN","11/27/2025 11:26:29 PM"
"653","653","CLOSED","6/13/2021 11:26:29 AM"
"654","654","UNDER_INVESTIGATION","4/2/2026 5:26:29 AM"
"655","655","OPEN","1/17/2017 6:26:29 AM"
"656","656","CLOSED","8/8/2022 1:26:29 PM"
"657","657","UNDER_INVESTIGATION","10/8/2023 6:26:29 PM"
"658","658","OPEN","6/2/2018 8:26:29 PM"
"659","659","CLOSED","12/30/2020 6:26:29 AM"
"660","660","UNDER_INVESTIGATION","5/17/2024 11:26:29 PM"
"661","661","OPEN","5/14/2025 8:26:29 AM"
"662","662","CLOSED","9/26/2025 3:26:29 PM"
"663","663","UNDER_INVESTIGATION","2/17/2020 4:26:29 PM"
"664","664","OPEN","10/31/2020 6:26:29 PM"
"665","665","CLOSED","11/9/2023 10:26:29 AM"
"666","666","UNDER_INVESTIGATION","6/1/2022 12:26:29 AM"
"667","667","OPEN","5/14/2023 6:26:29 AM"
"668","668","CLOSED","9/26/2024 11:26:29 AM"
"669","669","UNDER_INVESTIGATION","10/3/2019 12:26:29 PM"
"670","670","OPEN","11/20/2019 6:26:29 PM"
"671","671","CLOSED","3/30/2022 1:26:29 PM"
"672","672","UNDER_INVESTIGATION","6/29/2017 6:26:29 AM"
"673","673","OPEN","7/3/2024 10:26:29 PM"
"674","674","CLOSED","7/8/2021 10:26:29 PM"
"675","675","UNDER_INVESTIGATION","10/17/2020 10:26:29 AM"
"676","676","OPEN","11/8/2022 10:26:29 PM"
"677","677","CLOSED","11/23/2024 5:26:29 AM"
"678","678","UNDER_INVESTIGATION","9/21/2021 11:26:29 PM"
"679","679","OPEN","4/15/2021 5:26:29 AM"
"680","680","CLOSED","9/14/2017 12:26:29 PM"
"681","681","UNDER_INVESTIGATION","12/19/2023 9:26:29 PM"
"682","682","OPEN","2/21/2022 12:26:29 AM"
"683","683","CLOSED","4/4/2024 12:26:29 PM"
"684","684","UNDER_INVESTIGATION","2/4/2021 10:26:29 PM"
"685","685","OPEN","6/10/2022 5:26:29 PM"
"686","686","CLOSED","2/17/2017 3:26:29 PM"
"687","687","UNDER_INVESTIGATION","9/13/2020 12:26:29 AM"
"688","688","OPEN","2/4/2025 2:26:29 PM"
"689","689","CLOSED","11/17/2021 11:26:29 AM"
"690","690","UNDER_INVESTIGATION","5/31/2022 10:26:29 AM"
"691","691","OPEN","12/1/2019 8:26:29 AM"
"692","692","CLOSED","3/14/2019 7:26:29 PM"
"693","693","UNDER_INVESTIGATION","12/6/2021 5:26:29 AM"
"694","694","OPEN","9/30/2021 7:26:29 PM"
"695","695","CLOSED","10/31/2016 5:26:29 PM"
"696","696","UNDER_INVESTIGATION","7/7/2020 2:26:29 PM"
"697","697","OPEN","9/30/2025 2:26:29 AM"
"698","698","CLOSED","6/15/2020 2:26:29 PM"
"699","699","UNDER_INVESTIGATION","8/6/2021 9:26:29 AM"
"700","700","OPEN","10/4/2018 3:26:29 AM"
"701","701","CLOSED","3/4/2022 5:26:29 PM"
"702","702","UNDER_INVESTIGATION","5/31/2026 11:26:29 PM"
"703","703","OPEN","12/11/2022 10:26:29 PM"
"704","704","CLOSED","3/30/2017 8:26:29 AM"
"705","705","UNDER_INVESTIGATION","1/29/2021 2:26:29 PM"
"706","706","OPEN","12/11/2022 9:26:29 PM"
"707","707","CLOSED","10/10/2023 12:26:29 AM"
"708","708","UNDER_INVESTIGATION","6/3/2023 10:26:29 AM"
"709","709","OPEN","6/28/2025 9:26:29 AM"
"710","710","CLOSED","8/5/2025 6:26:29 AM"
"711","711","UNDER_INVESTIGATION","7/3/2020 7:26:29 AM"
"712","712","OPEN","8/15/2021 12:26:29 PM"
"713","713","CLOSED","3/23/2025 1:26:29 PM"
"714","714","UNDER_INVESTIGATION","8/21/2016 11:26:29 AM"
"715","715","OPEN","8/15/2018 1:26:29 AM"
"716","716","CLOSED","5/5/2017 1:26:29 AM"
"717","717","UNDER_INVESTIGATION","12/15/2018 6:26:29 AM"
"718","718","OPEN","4/4/2025 8:26:29 AM"
"719","719","CLOSED","7/11/2020 1:26:29 PM"
"720","720","UNDER_INVESTIGATION","9/5/2016 3:26:29 PM"
"721","721","OPEN","9/25/2018 1:26:29 AM"
"722","722","CLOSED","3/14/2022 10:26:29 AM"
"723","723","UNDER_INVESTIGATION","4/3/2026 4:26:29 PM"
"724","724","OPEN","1/4/2024 12:26:29 AM"
"725","725","CLOSED","11/24/2020 11:26:29 AM"
"726","726","UNDER_INVESTIGATION","5/17/2023 12:26:29 PM"
"727","727","OPEN","12/8/2020 1:26:29 PM"
"728","728","CLOSED","5/6/2024 10:26:29 AM"
"729","729","UNDER_INVESTIGATION","8/11/2017 7:26:29 PM"
"730","730","OPEN","7/30/2024 12:26:29 AM"
"731","731","CLOSED","2/14/2026 5:26:29 PM"
"732","732","UNDER_INVESTIGATION","6/7/2018 9:26:29 AM"
"733","733","OPEN","4/1/2017 9:26:29 PM"
"734","734","CLOSED","9/9/2023 10:26:29 AM"
"735","735","UNDER_INVESTIGATION","1/31/2023 3:26:29 PM"
"736","736","OPEN","4/12/2021 4:26:29 PM"
"737","737","CLOSED","12/7/2017 3:26:29 PM"
"738","738","UNDER_INVESTIGATION","6/7/2024 8:26:29 PM"
"739","739","OPEN","12/28/2016 12:26:29 AM"
"740","740","CLOSED","9/15/2022 8:26:29 AM"
"741","741","UNDER_INVESTIGATION","1/6/2024 7:26:29 PM"
"742","742","OPEN","2/12/2024 11:26:29 PM"
"743","743","CLOSED","10/9/2017 8:26:29 PM"
"744","744","UNDER_INVESTIGATION","1/2/2025 6:26:29 PM"
"745","745","OPEN","10/14/2016 11:26:29 PM"
"746","746","CLOSED","5/31/2023 5:26:29 PM"
"747","747","UNDER_INVESTIGATION","7/26/2019 1:26:29 AM"
"748","748","OPEN","1/19/2018 2:26:29 AM"
"749","749","CLOSED","8/19/2016 2:26:29 PM"
"750","750","UNDER_INVESTIGATION","12/20/2024 8:26:29 AM"
"751","751","OPEN","7/10/2025 12:26:29 AM"
"752","752","CLOSED","8/19/2024 6:26:29 PM"
"753","753","UNDER_INVESTIGATION","4/6/2026 3:26:29 AM"
"754","754","OPEN","7/17/2016 5:26:29 PM"
"755","755","CLOSED","8/7/2020 6:26:29 AM"
"756","756","UNDER_INVESTIGATION","6/15/2022 4:26:29 PM"
"757","757","OPEN","6/5/2025 11:26:29 PM"
"758","758","CLOSED","4/17/2022 8:26:29 PM"
"759","759","UNDER_INVESTIGATION","4/11/2025 7:26:29 PM"
"760","760","OPEN","6/29/2023 7:26:29 PM"
"761","761","CLOSED","6/20/2025 3:26:29 PM"
"762","762","UNDER_INVESTIGATION","5/19/2024 6:26:29 AM"
"763","763","OPEN","10/6/2025 11:26:29 PM"
"764","764","CLOSED","1/17/2024 9:26:29 PM"
"765","765","UNDER_INVESTIGATION","3/14/2021 5:26:29 AM"
"766","766","OPEN","4/17/2026 4:26:29 PM"
"767","767","CLOSED","6/20/2017 11:26:29 PM"
"768","768","UNDER_INVESTIGATION","2/5/2023 9:26:29 AM"
"769","769","OPEN","3/11/2019 3:26:29 PM"
"770","770","CLOSED","5/7/2021 5:26:29 PM"
"771","771","UNDER_INVESTIGATION","3/5/2020 3:26:29 PM"
"772","772","OPEN","10/30/2017 7:26:29 PM"
"773","773","CLOSED","11/13/2023 2:26:29 PM"
"774","774","UNDER_INVESTIGATION","9/13/2021 1:26:29 PM"
"775","775","OPEN","6/11/2018 6:26:29 AM"
"776","776","CLOSED","1/21/2018 4:26:29 AM"
"777","777","UNDER_INVESTIGATION","3/9/2025 10:26:29 AM"
"778","778","OPEN","11/22/2023 12:26:29 AM"
"779","779","CLOSED","2/25/2020 9:26:29 PM"
"780","780","UNDER_INVESTIGATION","1/27/2021 6:26:29 AM"
"781","781","OPEN","4/29/2019 8:26:29 PM"
"782","782","CLOSED","5/28/2025 7:26:29 AM"
"783","783","UNDER_INVESTIGATION","10/15/2020 7:26:29 PM"
"784","784","OPEN","3/30/2018 6:26:29 PM"
"785","785","CLOSED","9/4/2025 3:26:29 AM"
"786","786","UNDER_INVESTIGATION","11/13/2022 4:26:29 AM"
"787","787","OPEN","4/10/2018 9:26:29 AM"
"788","788","CLOSED","8/12/2019 7:26:29 AM"
"789","789","UNDER_INVESTIGATION","2/8/2023 3:26:29 AM"
"790","790","OPEN","7/6/2020 7:26:29 AM"
"791","791","CLOSED","2/18/2024 1:26:29 AM"
"792","792","UNDER_INVESTIGATION","1/4/2026 9:26:29 PM"
"793","793","OPEN","10/21/2022 11:26:29 AM"
"794","794","CLOSED","8/1/2024 11:26:29 PM"
"795","795","UNDER_INVESTIGATION","1/9/2020 5:26:29 AM"
"796","796","OPEN","1/18/2026 5:26:29 AM"
"797","797","CLOSED","6/5/2019 3:26:29 AM"
"798","798","UNDER_INVESTIGATION","4/6/2024 9:26:29 AM"
"799","799","OPEN","7/30/2021 2:26:29 PM"
"800","800","CLOSED","1/29/2017 3:26:29 AM"
"801","801","UNDER_INVESTIGATION","5/16/2019 10:26:29 PM"
"802","802","OPEN","11/29/2022 10:26:29 AM"
"803","803","CLOSED","7/20/2022 1:26:29 PM"
"804","804","UNDER_INVESTIGATION","10/26/2017 6:26:29 AM"
"805","805","OPEN","12/12/2021 12:26:29 PM"
"806","806","CLOSED","1/3/2019 7:26:29 PM"
"807","807","UNDER_INVESTIGATION","7/15/2025 10:26:29 PM"
"808","808","OPEN","6/20/2019 11:26:29 AM"
"809","809","CLOSED","6/15/2018 9:26:29 PM"
"810","810","UNDER_INVESTIGATION","12/21/2025 2:26:29 PM"
"811","811","OPEN","4/2/2018 9:26:29 AM"
"812","812","CLOSED","5/22/2018 5:26:29 AM"
"813","813","UNDER_INVESTIGATION","3/14/2024 6:26:29 AM"
"814","814","OPEN","7/31/2023 1:26:29 AM"
"815","815","CLOSED","9/21/2025 10:26:29 PM"
"816","816","UNDER_INVESTIGATION","3/22/2026 8:26:29 AM"
"817","817","OPEN","3/12/2017 1:26:29 PM"
"818","818","CLOSED","8/18/2020 11:26:29 AM"
"819","819","UNDER_INVESTIGATION","3/24/2026 6:26:29 PM"
"820","820","OPEN","9/23/2023 10:26:29 AM"
"821","821","CLOSED","10/12/2019 11:26:29 PM"
"822","822","UNDER_INVESTIGATION","4/20/2021 2:26:29 PM"
"823","823","OPEN","10/29/2017 5:26:29 AM"
"824","824","CLOSED","2/11/2019 7:26:29 AM"
"825","825","UNDER_INVESTIGATION","12/7/2019 8:26:29 PM"
"826","826","OPEN","11/24/2016 7:26:29 PM"
"827","827","CLOSED","9/20/2019 6:26:29 AM"
"828","828","UNDER_INVESTIGATION","6/3/2026 5:26:29 AM"
"829","829","OPEN","10/2/2020 4:26:29 PM"
"830","830","CLOSED","3/22/2025 4:26:29 AM"
"831","831","UNDER_INVESTIGATION","1/30/2022 2:26:29 PM"
"832","832","OPEN","8/4/2025 3:26:29 AM"
"833","833","CLOSED","7/5/2020 10:26:29 AM"
"834","834","UNDER_INVESTIGATION","8/28/2024 7:26:29 PM"
"835","835","OPEN","4/22/2026 5:26:29 AM"
"836","836","CLOSED","12/26/2018 9:26:29 AM"
"837","837","UNDER_INVESTIGATION","5/10/2023 10:26:29 PM"
"838","838","OPEN","12/22/2024 12:26:29 AM"
"839","839","CLOSED","8/25/2022 4:26:29 PM"
"840","840","UNDER_INVESTIGATION","10/7/2021 9:26:29 AM"
"841","841","OPEN","5/28/2024 11:26:29 AM"
"842","842","CLOSED","7/18/2018 5:26:29 AM"
"843","843","UNDER_INVESTIGATION","4/8/2022 4:26:29 PM"
"844","844","OPEN","9/4/2023 7:26:29 PM"
"845","845","CLOSED","7/17/2024 7:26:29 AM"
"846","846","UNDER_INVESTIGATION","5/17/2026 2:26:29 PM"
"847","847","OPEN","5/4/2017 5:26:29 AM"
"848","848","CLOSED","5/16/2025 5:26:29 PM"
"849","849","UNDER_INVESTIGATION","9/7/2016 10:26:29 AM"
"850","850","OPEN","2/6/2022 10:26:29 AM"
"851","851","CLOSED","7/23/2025 10:26:29 AM"
"852","852","UNDER_INVESTIGATION","2/26/2019 10:26:29 PM"
"853","853","OPEN","3/15/2023 3:26:29 PM"
"854","854","CLOSED","6/3/2021 4:26:29 PM"
"855","855","UNDER_INVESTIGATION","7/9/2018 11:26:29 AM"
"856","856","OPEN","6/13/2023 1:26:29 PM"
"857","857","CLOSED","8/5/2018 8:26:29 AM"
"858","858","UNDER_INVESTIGATION","1/31/2018 3:26:29 PM"
"859","859","OPEN","8/1/2020 7:26:29 PM"
"860","860","CLOSED","3/29/2017 5:26:29 PM"
"861","861","UNDER_INVESTIGATION","1/25/2020 3:26:29 AM"
"862","862","OPEN","7/20/2024 2:26:29 AM"
"863","863","CLOSED","2/19/2026 11:26:29 AM"
"864","864","UNDER_INVESTIGATION","3/28/2026 2:26:29 PM"
"865","865","OPEN","9/20/2016 4:26:29 PM"
"866","866","CLOSED","5/31/2024 1:26:29 AM"
"867","867","UNDER_INVESTIGATION","9/26/2023 10:26:29 AM"
"868","868","OPEN","7/11/2018 4:26:29 PM"
"869","869","CLOSED","12/2/2022 6:26:29 AM"
"870","870","UNDER_INVESTIGATION","8/2/2017 6:26:29 PM"
"871","871","OPEN","3/5/2023 1:26:29 AM"
"872","872","CLOSED","4/1/2020 3:26:29 PM"
"873","873","UNDER_INVESTIGATION","7/1/2024 12:26:29 PM"
"874","874","OPEN","10/31/2022 4:26:29 AM"
"875","875","CLOSED","7/28/2023 11:26:29 PM"
"876","876","UNDER_INVESTIGATION","9/4/2024 5:26:29 AM"
"877","877","OPEN","11/1/2021 9:26:29 PM"
"878","878","CLOSED","7/21/2018 9:26:29 PM"
"879","879","UNDER_INVESTIGATION","6/2/2025 1:26:29 AM"
"880","880","OPEN","7/11/2025 7:26:29 PM"
"881","881","CLOSED","9/27/2019 7:26:29 AM"
"882","882","UNDER_INVESTIGATION","9/12/2018 1:26:29 PM"
"883","883","OPEN","11/10/2017 7:26:29 PM"
"884","884","CLOSED","4/26/2021 6:26:29 AM"
"885","885","UNDER_INVESTIGATION","4/17/2020 12:26:29 PM"
"886","886","OPEN","1/10/2017 11:26:29 PM"
"887","887","CLOSED","9/3/2024 12:26:29 AM"
"888","888","UNDER_INVESTIGATION","4/30/2017 6:26:29 PM"
"889","889","OPEN","3/13/2021 11:26:29 AM"
"890","890","CLOSED","3/12/2017 6:26:29 PM"
"891","891","UNDER_INVESTIGATION","5/13/2018 1:26:29 AM"
"892","892","OPEN","5/17/2024 7:26:29 PM"
"893","893","CLOSED","3/17/2020 10:26:29 PM"
"894","894","UNDER_INVESTIGATION","9/12/2023 3:26:29 AM"
"895","895","OPEN","2/25/2019 10:26:29 AM"
"896","896","CLOSED","2/23/2020 7:26:29 PM"
"897","897","UNDER_INVESTIGATION","12/29/2025 8:26:29 PM"
"898","898","OPEN","7/15/2020 2:26:29 PM"
"899","899","CLOSED","7/8/2023 12:26:29 AM"
"900","900","UNDER_INVESTIGATION","10/23/2023 8:26:29 PM"
"901","901","OPEN","12/4/2025 6:26:29 PM"
"902","902","CLOSED","4/14/2025 10:26:29 AM"
"903","903","UNDER_INVESTIGATION","5/20/2019 7:26:29 PM"
"904","904","OPEN","11/15/2019 3:26:29 PM"
"905","905","CLOSED","10/13/2021 9:26:29 PM"
"906","906","UNDER_INVESTIGATION","11/28/2021 5:26:29 PM"
"907","907","OPEN","6/28/2026 11:26:29 AM"
"908","908","CLOSED","1/25/2020 9:26:29 AM"
"909","909","UNDER_INVESTIGATION","4/11/2020 3:26:29 AM"
"910","910","OPEN","11/30/2021 7:26:29 PM"
"911","911","CLOSED","10/7/2018 11:26:29 PM"
"912","912","UNDER_INVESTIGATION","6/14/2025 10:26:29 AM"
"913","913","OPEN","2/12/2025 5:26:29 PM"
"914","914","CLOSED","12/16/2023 8:26:29 PM"
"915","915","UNDER_INVESTIGATION","6/3/2018 5:26:29 AM"
"916","916","OPEN","1/11/2017 8:26:29 PM"
"917","917","CLOSED","8/4/2021 6:26:29 PM"
"918","918","UNDER_INVESTIGATION","11/9/2019 7:26:29 AM"
"919","919","OPEN","7/5/2024 5:26:29 AM"
"920","920","CLOSED","7/5/2025 10:26:29 PM"
