"id","citizen_id","status","issued_at"
"1392","1392","PENDING","6/12/2021 12:26:29 AM"
"1393","1393","PAID","11/28/2019 10:26:29 PM"
"1394","1394","PENDING","4/13/2019 3:26:29 PM"
"1395","1395","PENDING","4/26/2019 2:26:29 AM"
"1396","1396","PENDING","1/4/2023 11:26:29 AM"
"1397","1397","PENDING","4/29/2021 3:26:29 PM"
"1398","1398","PENDING","11/15/2016 7:26:29 PM"
"1399","1399","PENDING","2/4/2021 12:26:29 AM"
"1400","1400","PAID","5/13/2018 5:26:29 PM"
"1401","1401","PENDING","12/21/2025 9:26:29 AM"
"1402","1402","PENDING","10/29/2017 7:26:29 AM"
"1403","1403","PENDING","2/25/2023 5:26:29 AM"
"1404","1404","PENDING","11/25/2020 9:26:29 PM"
"1405","1405","PENDING","10/7/2020 8:26:29 AM"
"1406","1406","FAILED","7/4/2022 7:26:29 AM"
"1407","1407","PAID","5/28/2017 12:26:29 AM"
"1408","1408","PENDING","5/19/2021 9:26:29 AM"
"1409","1409","PENDING","7/23/2019 5:26:29 PM"
"1410","1410","PENDING","1/9/2023 9:26:29 AM"
"1411","1411","PENDING","3/26/2021 12:26:29 PM"
"1412","1412","PENDING","6/9/2024 4:26:29 PM"
"1413","1413","PENDING","11/2/2025 12:26:29 PM"
"1414","1414","PAID","3/30/2025 8:26:29 AM"
"1415","1415","PENDING","4/7/2026 10:26:29 AM"
"1416","1416","PENDING","2/4/2023 11:26:29 PM"
"1417","1417","PENDING","10/3/2023 5:26:29 AM"
"1418","1418","PENDING","11/20/2025 11:26:29 AM"
"1419","1419","PENDING","6/8/2023 8:26:29 PM"
"1420","1420","PENDING","8/30/2017 4:26:29 AM"
"1421","1421","PAID","11/3/2024 9:26:29 AM"
"1422","1422","PENDING","2/22/2023 8:26:29 AM"
"1423","1423","PENDING","10/11/2017 12:26:29 AM"
"1424","1424","PENDING","3/15/2019 12:26:29 AM"
"1425","1425","FAILED","7/20/2016 2:26:29 PM"
"1426","1426","PENDING","1/19/2018 9:26:29 PM"
"1427","1427","PENDING","5/31/2022 12:26:29 AM"
"1428","1428","PAID","5/30/2017 7:26:29 AM"
"1429","1429","PENDING","7/27/2019 9:26:29 PM"
"1430","1430","PENDING","8/5/2021 11:26:29 AM"
"1431","1431","PENDING","2/20/2019 4:26:29 AM"
"1432","1432","PENDING","6/26/2018 9:26:29 AM"
"1433","1433","PENDING","4/24/2020 4:26:29 PM"
"1434","1434","PENDING","12/19/2019 9:26:29 PM"
"1435","1435","PAID","4/1/2024 7:26:29 PM"
"1436","1436","PENDING","8/30/2025 7:26:29 AM"
"1437","1437","PENDING","1/21/2017 9:26:29 PM"
"1438","1438","PENDING","12/1/2016 9:26:29 PM"
"1439","1439","PENDING","12/28/2024 2:26:29 AM"
"1440","1440","PENDING","2/18/2023 5:26:29 PM"
"1441","1441","PENDING","9/23/2019 11:26:29 PM"
"1442","1442","PAID","6/4/2024 9:26:29 AM"
"1443","1443","PENDING","3/22/2021 4:26:29 AM"
"1444","1444","FAILED","5/18/2023 3:26:29 AM"
"1445","1445","PENDING","5/26/2025 2:26:29 PM"
"1446","1446","PENDING","2/21/2024 4:26:29 PM"
"1447","1447","PENDING","5/15/2026 6:26:29 PM"
"1448","1448","PENDING","4/25/2018 7:26:29 PM"
"1449","1449","PAID","10/5/2025 2:26:29 PM"
"1450","1450","PENDING","12/15/2017 5:26:29 PM"
"1451","1451","PENDING","6/2/2025 2:26:29 AM"
"1452","1452","PENDING","12/19/2022 9:26:29 AM"
"1453","1453","PENDING","1/1/2021 8:26:29 AM"
"1454","1454","PENDING","12/29/2019 7:26:29 PM"
"1455","1455","PENDING","8/4/2023 5:26:29 PM"
"1456","1456","PAID","1/13/2024 12:26:29 PM"
"1457","1457","PENDING","3/18/2017 11:26:29 AM"
"1458","1458","PENDING","9/7/2022 1:26:29 AM"
"1459","1459","PENDING","11/12/2024 12:26:29 PM"
"1460","1460","PENDING","3/29/2026 5:26:29 AM"
"1461","1461","PENDING","1/27/2022 4:26:29 PM"
"1462","1462","PENDING","5/1/2025 4:26:29 AM"
"1463","1463","PAID","12/23/2018 2:26:29 PM"
"1464","1464","PENDING","7/14/2018 4:26:29 PM"
"1465","1465","PENDING","10/5/2016 12:26:29 AM"
"1466","1466","PENDING","4/4/2021 8:26:29 PM"
"1467","1467","PENDING","7/1/2024 1:26:29 PM"
"1468","1468","PENDING","9/7/2016 10:26:29 AM"
"1469","1469","PENDING","3/19/2025 3:26:29 PM"
"1470","1470","PAID","6/1/2026 4:26:29 AM"
"1471","1471","PENDING","1/16/2024 8:26:29 PM"
"1472","1472","PENDING","3/11/2023 4:26:29 AM"
"1473","1473","PENDING","3/31/2023 4:26:29 AM"
"1474","1474","PENDING","8/21/2023 9:26:29 PM"
"1475","1475","PENDING","2/17/2017 5:26:29 AM"
"1476","1476","PENDING","6/29/2017 11:26:29 PM"
"1477","1477","PAID","10/1/2016 5:26:29 PM"
"1478","1478","PENDING","4/27/2017 1:26:29 PM"
"1479","1479","PENDING","9/3/2023 9:26:29 PM"
"1480","1480","PENDING","6/21/2018 9:26:29 AM"
"1481","1481","PENDING","9/4/2016 3:26:29 PM"
"1482","1482","FAILED","12/4/2019 7:26:29 PM"
"1483","1483","PENDING","9/18/2018 5:26:29 PM"
"1484","1484","PAID","10/28/2024 4:26:29 AM"
"1485","1485","PENDING","9/3/2021 11:26:29 AM"
"1486","1486","PENDING","3/6/2018 7:26:29 AM"
"1487","1487","PENDING","6/22/2021 3:26:29 AM"
"1488","1488","PENDING","7/31/2016 8:26:29 AM"
"1489","1489","PENDING","9/4/2018 1:26:29 AM"
"1490","1490","PENDING","10/6/2020 7:26:29 AM"
"1491","1491","PAID","3/12/2025 8:26:29 PM"
"1492","1492","PENDING","1/18/2017 1:26:29 AM"
"1493","1493","PENDING","4/12/2021 2:26:29 AM"
"1494","1494","PENDING","11/12/2025 6:26:29 AM"
"1495","1495","PENDING","6/16/2018 1:26:29 PM"
"1496","1496","PENDING","10/7/2016 10:26:29 PM"
"1497","1497","PENDING","10/21/2016 10:26:29 PM"
"1498","1498","PAID","12/30/2016 1:26:29 AM"
"1499","1499","PENDING","12/11/2024 9:26:29 AM"
"1500","1500","PENDING","5/19/2026 12:26:29 PM"
"1501","1501","FAILED","11/26/2021 4:26:29 AM"
"1502","1502","PENDING","6/24/2022 8:26:29 AM"
"1503","1503","PENDING","11/8/2024 8:26:29 PM"
"1504","1504","PENDING","9/16/2020 1:26:29 AM"
"1505","1505","PAID","5/30/2024 10:26:29 PM"
"1506","1506","PENDING","12/27/2020 4:26:29 AM"
"1507","1507","PENDING","6/5/2025 1:26:29 PM"
"1508","1508","PENDING","9/6/2018 6:26:29 PM"
"1509","1509","PENDING","3/26/2023 4:26:29 AM"
"1510","1510","PENDING","4/18/2022 2:26:29 PM"
"1511","1511","PENDING","2/23/2026 8:26:29 PM"
"1512","1512","PAID","12/20/2022 6:26:29 PM"
"1513","1513","PENDING","11/6/2024 11:26:29 PM"
"1514","1514","PENDING","11/26/2018 1:26:29 PM"
"1515","1515","PENDING","7/7/2023 11:26:29 PM"
"1516","1516","PENDING","1/8/2020 3:26:29 PM"
"1517","1517","PENDING","12/23/2019 6:26:29 PM"
"1518","1518","PENDING","9/6/2021 11:26:29 AM"
"1519","1519","PAID","3/20/2023 4:26:29 PM"
"1520","1520","FAILED","7/30/2016 7:26:29 AM"
"1521","1521","PENDING","12/30/2021 3:26:29 PM"
"1522","1522","PENDING","7/29/2023 7:26:29 PM"
"1523","1523","PENDING","12/10/2022 12:26:29 PM"
"1524","1524","PENDING","8/29/2024 11:26:29 PM"
"1525","1525","PENDING","12/27/2021 12:26:29 AM"
"1526","1526","PAID","8/12/2016 9:26:29 PM"
"1527","1527","PENDING","12/11/2021 4:26:29 PM"
"1528","1528","PENDING","12/3/2022 2:26:29 PM"
"1529","1529","PENDING","6/5/2021 7:26:29 PM"
"1530","1530","PENDING","2/22/2023 8:26:29 AM"
"1531","1531","PENDING","5/18/2023 4:26:29 AM"
"1532","1532","PENDING","6/2/2017 1:26:29 AM"
"1533","1533","PAID","1/5/2025 8:26:29 AM"
"1534","1534","PENDING","2/23/2023 1:26:29 AM"
"1535","1535","PENDING","4/16/2026 9:26:29 PM"
"1536","1536","PENDING","5/16/2026 8:26:29 AM"
"1537","1537","PENDING","11/19/2025 12:26:29 AM"
"1538","1538","PENDING","8/31/2022 8:26:29 PM"
"1539","1539","FAILED","5/2/2022 6:26:29 AM"
"1540","1540","PAID","12/9/2020 2:26:29 PM"
"1541","1541","PENDING","8/7/2024 8:26:29 AM"
"1542","1542","PENDING","6/8/2017 12:26:29 PM"
"1543","1543","PENDING","12/12/2021 7:26:29 PM"
"1544","1544","PENDING","3/12/2017 12:26:29 PM"
"1545","1545","PENDING","11/11/2022 6:26:29 AM"
"1546","1546","PENDING","1/13/2021 12:26:29 AM"
"1547","1547","PAID","11/7/2016 9:26:29 PM"
"1548","1548","PENDING","1/18/2026 2:26:29 AM"
"1549","1549","PENDING","3/25/2019 10:26:29 AM"
"1550","1550","PENDING","3/28/2017 9:26:29 PM"
"1551","1551","PENDING","8/21/2025 6:26:29 PM"
"1552","1552","PENDING","12/31/2017 5:26:29 AM"
"1553","1553","PENDING","12/25/2025 6:26:29 AM"
"1554","1554","PAID","7/2/2026 7:26:29 PM"
"1555","1555","PENDING","5/6/2021 5:26:29 AM"
"1556","1556","PENDING","5/15/2019 8:26:29 AM"
"1557","1557","PENDING","6/8/2026 12:26:29 PM"
"1558","1558","FAILED","10/10/2019 6:26:29 PM"
"1559","1559","PENDING","11/7/2021 5:26:29 AM"
"1560","1560","PENDING","1/29/2025 4:26:29 AM"
"1561","1561","PAID","9/28/2020 8:26:29 PM"
"1562","1562","PENDING","5/1/2018 12:26:29 PM"
"1563","1563","PENDING","12/23/2023 8:26:29 PM"
"1564","1564","PENDING","5/24/2025 9:26:29 PM"
"1565","1565","PENDING","7/10/2019 9:26:29 AM"
"1566","1566","PENDING","3/10/2026 8:26:29 PM"
"1567","1567","PENDING","9/5/2024 8:26:29 AM"
"1568","1568","PAID","5/13/2024 10:26:29 AM"
"1569","1569","PENDING","12/5/2021 11:26:29 PM"
"1570","1570","PENDING","3/27/2017 11:26:29 PM"
"1571","1571","PENDING","4/10/2021 11:26:29 AM"
"1572","1572","PENDING","12/26/2019 10:26:29 PM"
"1573","1573","PENDING","3/3/2022 4:26:29 PM"
"1574","1574","PENDING","1/8/2024 9:26:29 PM"
"1575","1575","PAID","2/8/2022 11:26:29 AM"
"1576","1576","PENDING","3/18/2021 9:26:29 AM"
"1577","1577","FAILED","1/1/2023 10:26:29 PM"
"1578","1578","PENDING","7/6/2020 9:26:29 AM"
"1579","1579","PENDING","3/19/2026 12:26:29 AM"
"1580","1580","PENDING","3/31/2022 12:26:29 AM"
"1581","1581","PENDING","1/31/2024 1:26:29 AM"
"1582","1582","PAID","10/20/2016 6:26:29 PM"
"1583","1583","PENDING","8/27/2023 7:26:29 AM"
"1584","1584","PENDING","6/17/2017 6:26:29 PM"
"1585","1585","PENDING","12/18/2017 10:26:29 AM"
"1586","1586","PENDING","7/1/2022 2:26:29 PM"
"1587","1587","PENDING","1/27/2024 10:26:29 AM"
"1588","1588","PENDING","10/9/2022 7:26:29 PM"
"1589","1589","PAID","9/9/2022 10:26:29 AM"
"1590","1590","PENDING","11/9/2018 6:26:29 PM"
"1591","1591","PENDING","5/3/2022 8:26:29 AM"
"1592","1592","PENDING","1/1/2018 8:26:29 AM"
"1593","1593","PENDING","10/6/2022 9:26:29 PM"
"1594","1594","PENDING","8/24/2018 3:26:29 AM"
"1595","1595","PENDING","9/13/2025 10:26:29 PM"
"1596","1596","PAID","9/8/2018 3:26:29 PM"
"1597","1597","PENDING","5/27/2020 5:26:29 PM"
"1598","1598","PENDING","9/11/2020 4:26:29 AM"
"1599","1599","PENDING","8/11/2016 12:26:29 PM"
"1600","1600","PENDING","10/6/2024 6:26:29 PM"
"1601","1601","PENDING","3/7/2020 8:26:29 PM"
"1602","1602","PENDING","9/25/2021 9:26:29 PM"
"1603","1603","PAID","8/17/2021 8:26:29 AM"
"1604","1604","PENDING","5/16/2022 8:26:29 AM"
"1605","1605","PENDING","5/19/2019 10:26:29 PM"
"1606","1606","PENDING","6/10/2021 1:26:29 AM"
"1607","1607","PENDING","5/21/2025 6:26:29 PM"
"1608","1608","PENDING","4/20/2017 5:26:29 AM"
"1609","1609","PENDING","10/22/2021 12:26:29 PM"
"1610","1610","PAID","6/20/2017 12:26:29 PM"
"1611","1611","PENDING","9/1/2022 4:26:29 AM"
"1612","1612","PENDING","2/5/2020 5:26:29 AM"
"1613","1613","PENDING","6/27/2021 6:26:29 PM"
"1614","1614","PENDING","1/30/2024 1:26:29 AM"
"1615","1615","FAILED","7/25/2025 4:26:29 AM"
"1616","1616","PENDING","9/13/2023 12:26:29 PM"
"1617","1617","PAID","1/23/2019 9:26:29 PM"
"1618","1618","PENDING","5/15/2020 7:26:29 AM"
"1619","1619","PENDING","9/9/2021 3:26:29 PM"
"1620","1620","PENDING","4/1/2022 8:26:29 AM"
"1621","1621","PENDING","11/18/2018 6:26:29 PM"
"1622","1622","PENDING","8/20/2018 8:26:29 AM"
"1623","1623","PENDING","4/20/2022 7:26:29 AM"
"1624","1624","PAID","12/11/2016 8:26:29 AM"
"1625","1625","PENDING","10/19/2024 12:26:29 PM"
"1626","1626","PENDING","2/27/2022 1:26:29 PM"
"1627","1627","PENDING","8/13/2022 4:26:29 AM"
"1628","1628","PENDING","7/22/2025 5:26:29 AM"
"1629","1629","PENDING","12/3/2020 2:26:29 PM"
"1630","1630","PENDING","8/18/2017 5:26:29 AM"
"1631","1631","PAID","12/15/2022 7:26:29 AM"
"1632","1632","PENDING","6/23/2023 9:26:29 PM"
"1633","1633","PENDING","7/21/2020 1:26:29 AM"
"1634","1634","FAILED","10/14/2018 12:26:29 PM"
"1635","1635","PENDING","4/20/2022 2:26:29 PM"
"1636","1636","PENDING","9/7/2017 10:26:29 PM"
"1637","1637","PENDING","9/15/2019 7:26:29 AM"
"1638","1638","PAID","6/21/2022 8:26:29 AM"
"1639","1639","PENDING","9/12/2019 4:26:29 PM"
"1640","1640","PENDING","11/25/2018 3:26:29 AM"
"1641","1641","PENDING","8/26/2019 8:26:29 PM"
"1642","1642","PENDING","12/10/2017 6:26:29 PM"
"1643","1643","PENDING","8/3/2025 12:26:29 PM"
"1644","1644","PENDING","7/31/2020 12:26:29 PM"
"1645","1645","PAID","8/16/2018 6:26:29 PM"
"1646","1646","PENDING","10/30/2024 4:26:29 PM"
"1647","1647","PENDING","7/16/2017 4:26:29 PM"
"1648","1648","PENDING","2/6/2017 4:26:29 AM"
"1649","1649","PENDING","12/16/2020 10:26:29 AM"
"1650","1650","PENDING","10/5/2018 6:26:29 PM"
"1651","1651","PENDING","9/8/2023 12:26:29 PM"
"1652","1652","PAID","6/22/2017 6:26:29 AM"
"1653","1653","FAILED","9/9/2017 7:26:29 PM"
"1654","1654","PENDING","1/18/2021 2:26:29 PM"
"1655","1655","PENDING","7/2/2018 6:26:29 AM"
"1656","1656","PENDING","11/22/2022 6:26:29 PM"
"1657","1657","PENDING","8/29/2021 8:26:29 PM"
"1658","1658","PENDING","1/1/2026 12:26:29 PM"
"1659","1659","PAID","3/16/2017 3:26:29 PM"
"1660","1660","PENDING","7/22/2018 1:26:29 AM"
"1661","1661","PENDING","8/24/2017 1:26:29 AM"
"1662","1662","PENDING","10/8/2020 1:26:29 AM"
"1663","1663","PENDING","2/7/2022 11:26:29 AM"
"1664","1664","PENDING","7/3/2026 2:26:29 AM"
"1665","1665","PENDING","9/8/2024 12:26:29 AM"
"1666","1666","PAID","1/16/2019 5:26:29 AM"
"1667","1667","PENDING","6/27/2017 4:26:29 AM"
"1668","1668","PENDING","5/7/2020 2:26:29 AM"
"1669","1669","PENDING","5/11/2018 3:26:29 AM"
"1670","1670","PENDING","4/21/2021 9:26:29 AM"
"1671","1671","PENDING","7/10/2026 6:26:29 AM"
"1672","1672","FAILED","3/5/2021 5:26:29 PM"
"1673","1673","PAID","3/25/2023 3:26:29 AM"
"1674","1674","PENDING","7/5/2024 10:26:29 AM"
"1675","1675","PENDING","8/23/2017 9:26:29 PM"
"1676","1676","PENDING","9/18/2017 12:26:29 PM"
"1677","1677","PENDING","11/10/2019 4:26:29 AM"
"1678","1678","PENDING","6/24/2024 11:26:29 AM"
"1679","1679","PENDING","5/25/2023 2:26:29 AM"
"1680","1680","PAID","3/1/2025 2:26:29 PM"
"1681","1681","PENDING","3/10/2026 10:26:29 AM"
"1682","1682","PENDING","8/28/2024 8:26:29 AM"
"1683","1683","PENDING","1/19/2018 5:26:29 PM"
"1684","1684","PENDING","6/5/2022 10:26:29 PM"
"1685","1685","PENDING","2/12/2023 4:26:29 PM"
"1686","1686","PENDING","6/28/2020 3:26:29 PM"
"1687","1687","PAID","9/27/2017 10:26:29 AM"
"1688","1688","PENDING","12/18/2021 12:26:29 PM"
"1689","1689","PENDING","3/2/2019 1:26:29 PM"
"1690","1690","PENDING","1/2/2025 3:26:29 AM"
"1691","1691","FAILED","1/24/2022 4:26:29 AM"
"1692","1692","PENDING","7/22/2019 4:26:29 AM"
"1693","1693","PENDING","5/4/2018 4:26:29 PM"
"1694","1694","PAID","3/31/2026 8:26:29 AM"
"1695","1695","PENDING","5/3/2018 2:26:29 AM"
"1696","1696","PENDING","8/15/2019 12:26:29 PM"
"1697","1697","PENDING","3/7/2018 3:26:29 PM"
"1698","1698","PENDING","5/1/2024 2:26:29 AM"
"1699","1699","PENDING","5/24/2019 7:26:29 PM"
"1700","1700","PENDING","4/29/2025 10:26:29 PM"
"1701","1701","PAID","6/23/2026 4:26:29 PM"
"1702","1702","PENDING","7/3/2023 9:26:29 AM"
"1703","1703","PENDING","2/4/2022 5:26:29 PM"
"1704","1704","PENDING","10/29/2023 2:26:29 PM"
"1705","1705","PENDING","4/20/2023 12:26:29 PM"
"1706","1706","PENDING","2/1/2025 5:26:29 PM"
"1707","1707","PENDING","4/14/2026 7:26:29 AM"
"1708","1708","PAID","7/5/2026 1:26:29 AM"
"1709","1709","PENDING","1/24/2018 3:26:29 AM"
"1710","1710","FAILED","1/30/2020 9:26:29 AM"
"1711","1711","PENDING","3/5/2017 4:26:29 PM"
"1712","1712","PENDING","10/12/2023 8:26:29 AM"
"1713","1713","PENDING","8/15/2018 8:26:29 PM"
"1714","1714","PENDING","2/21/2021 3:26:29 AM"
"1715","1715","PAID","12/26/2019 7:26:29 PM"
"1716","1716","PENDING","5/29/2021 11:26:29 AM"
"1717","1717","PENDING","5/4/2017 7:26:29 PM"
"1718","1718","PENDING","11/14/2021 6:26:29 AM"
"1719","1719","PENDING","10/19/2023 8:26:29 AM"
"1720","1720","PENDING","5/23/2017 10:26:29 PM"
"1721","1721","PENDING","8/27/2023 1:26:29 PM"
"1722","1722","PAID","2/5/2017 12:26:29 AM"
"1723","1723","PENDING","10/12/2018 7:26:29 AM"
"1724","1724","PENDING","11/24/2020 12:26:29 AM"
"1725","1725","PENDING","7/1/2023 9:26:29 PM"
"1726","1726","PENDING","6/4/2019 12:26:29 AM"
"1727","1727","PENDING","9/1/2020 12:26:29 AM"
"1728","1728","PENDING","3/26/2021 3:26:29 PM"
"1729","1729","PAID","1/16/2020 9:26:29 PM"
"1730","1730","PENDING","1/28/2018 8:26:29 AM"
"1731","1731","PENDING","12/10/2016 11:26:29 AM"
"1732","1732","PENDING","12/20/2020 2:26:29 AM"
"1733","1733","PENDING","12/5/2020 3:26:29 PM"
"1734","1734","PENDING","2/23/2018 3:26:29 PM"
"1735","1735","PENDING","10/4/2020 12:26:29 AM"
"1736","1736","PAID","5/1/2018 5:26:29 AM"
"1737","1737","PENDING","6/22/2020 7:26:29 PM"
"1738","1738","PENDING","4/15/2020 1:26:29 AM"
"1739","1739","PENDING","6/20/2022 2:26:29 PM"
"1740","1740","PENDING","2/2/2024 1:26:29 AM"
"1741","1741","PENDING","9/18/2021 10:26:29 AM"
"1742","1742","PENDING","6/18/2018 6:26:29 PM"
"1743","1743","PAID","12/15/2025 3:26:29 PM"
"1744","1744","PENDING","1/17/2023 5:26:29 AM"
"1745","1745","PENDING","4/24/2021 3:26:29 PM"
"1746","1746","PENDING","9/26/2021 10:26:29 AM"
"1747","1747","PENDING","7/24/2024 1:26:29 PM"
"1748","1748","FAILED","8/12/2016 3:26:29 AM"
"1749","1749","PENDING","11/23/2022 12:26:29 AM"
"1750","1750","PAID","2/19/2017 5:26:29 AM"
"1751","1751","PENDING","10/11/2022 1:26:29 AM"
"1752","1752","PENDING","11/21/2022 12:26:29 AM"
"1753","1753","PENDING","7/2/2018 2:26:29 PM"
"1754","1754","PENDING","2/19/2019 2:26:29 PM"
"1755","1755","PENDING","10/10/2022 2:26:29 AM"
"1756","1756","PENDING","5/7/2026 6:26:29 AM"
"1757","1757","PAID","4/24/2021 10:26:29 AM"
"1758","1758","PENDING","7/8/2019 7:26:29 AM"
"1759","1759","PENDING","12/13/2020 9:26:29 PM"
"1760","1760","PENDING","6/25/2020 10:26:29 PM"
"1761","1761","PENDING","4/9/2017 6:26:29 AM"
"1762","1762","PENDING","2/21/2019 9:26:29 AM"
"1763","1763","PENDING","5/2/2024 5:26:29 AM"
"1764","1764","PAID","8/19/2018 4:26:29 PM"
"1765","1765","PENDING","5/8/2020 10:26:29 PM"
"1766","1766","PENDING","8/23/2017 6:26:29 PM"
"1767","1767","FAILED","4/3/2026 12:26:29 AM"
"1768","1768","PENDING","11/5/2016 10:26:29 PM"
"1769","1769","PENDING","8/28/2019 4:26:29 PM"
"1770","1770","PENDING","1/14/2017 1:26:29 PM"
"1771","1771","PAID","5/11/2025 4:26:29 AM"
"1772","1772","PENDING","9/21/2021 1:26:29 PM"
"1773","1773","PENDING","5/4/2018 5:26:29 PM"
"1774","1774","PENDING","10/9/2020 1:26:29 PM"
"1775","1775","PENDING","8/26/2024 3:26:29 PM"
"1776","1776","PENDING","4/21/2020 6:26:29 AM"
"1777","1777","PENDING","7/13/2022 4:26:29 PM"
"1778","1778","PAID","6/25/2019 7:26:29 PM"
"1779","1779","PENDING","2/24/2026 10:26:29 AM"
"1780","1780","PENDING","10/24/2022 7:26:29 AM"
"1781","1781","PENDING","11/15/2020 2:26:29 AM"
"1782","1782","PENDING","4/19/2021 4:26:29 PM"
"1783","1783","PENDING","12/30/2017 5:26:29 AM"
"1784","1784","PENDING","5/7/2022 7:26:29 AM"
"1785","1785","PAID","7/19/2019 10:26:29 PM"
"1786","1786","FAILED","9/4/2023 2:26:29 PM"
"1787","1787","PENDING","10/23/2016 7:26:29 AM"
"1788","1788","PENDING","10/8/2019 7:26:29 PM"
"1789","1789","PENDING","8/7/2016 11:26:29 PM"
"1790","1790","PENDING","3/30/2024 10:26:29 PM"
"1791","1791","PENDING","1/26/2017 10:26:29 PM"
"1792","1792","PAID","9/12/2016 8:26:29 AM"
"1793","1793","PENDING","8/5/2020 5:26:29 PM"
"1794","1794","PENDING","10/25/2018 2:26:29 PM"
"1795","1795","PENDING","1/25/2017 9:26:29 AM"
"1796","1796","PENDING","8/10/2017 8:26:29 AM"
"1797","1797","PENDING","1/10/2021 2:26:29 PM"
"1798","1798","PENDING","5/29/2026 11:26:29 PM"
"1799","1799","PAID","6/11/2019 11:26:29 AM"
"1800","1800","PENDING","5/25/2024 8:26:29 PM"
"1801","1801","PENDING","12/20/2017 5:26:29 PM"
"1802","1802","PENDING","8/30/2018 9:26:29 PM"
"1803","1803","PENDING","8/5/2022 3:26:29 PM"
"1804","1804","PENDING","5/9/2026 4:26:29 PM"
"1805","1805","FAILED","4/6/2020 4:26:29 AM"
"1806","1806","PAID","2/10/2020 3:26:29 PM"
"1807","1807","PENDING","2/27/2021 6:26:29 AM"
"1808","1808","PENDING","8/2/2021 4:26:29 PM"
"1809","1809","PENDING","10/1/2019 10:26:29 AM"
"1810","1810","PENDING","7/22/2020 2:26:29 AM"
"1811","1811","PENDING","6/15/2018 11:26:29 PM"
"1812","1812","PENDING","7/26/2018 11:26:29 AM"
"1813","1813","PAID","1/5/2024 5:26:29 AM"
"1814","1814","PENDING","10/9/2016 9:26:29 PM"
"1815","1815","PENDING","9/13/2019 8:26:29 PM"
"1816","1816","PENDING","12/8/2025 11:26:29 PM"
"1817","1817","PENDING","8/19/2019 7:26:29 AM"
"1818","1818","PENDING","1/7/2025 4:26:29 PM"
"1819","1819","PENDING","12/26/2017 12:26:29 AM"
"1820","1820","PAID","7/3/2026 6:26:29 AM"
"1821","1821","PENDING","10/17/2020 1:26:29 PM"
"1822","1822","PENDING","4/30/2023 3:26:29 AM"
"1823","1823","PENDING","9/20/2016 1:26:29 PM"
"1824","1824","FAILED","1/7/2025 11:26:29 PM"
"1825","1825","PENDING","12/9/2025 7:26:29 PM"
"1826","1826","PENDING","5/26/2025 1:26:29 PM"
"1827","1827","PAID","3/28/2020 6:26:29 PM"
"1828","1828","PENDING","1/19/2018 11:26:29 AM"
"1829","1829","PENDING","12/6/2016 5:26:29 PM"
"1830","1830","PENDING","6/27/2019 10:26:29 AM"
"1831","1831","PENDING","7/27/2024 3:26:29 AM"
"1832","1832","PENDING","10/30/2016 11:26:29 PM"
"1833","1833","PENDING","1/8/2018 12:26:29 AM"
"1834","1834","PAID","1/18/2019 7:26:29 AM"
"1835","1835","PENDING","5/28/2017 8:26:29 PM"
"1836","1836","PENDING","8/25/2020 6:26:29 AM"
"1837","1837","PENDING","4/5/2018 3:26:29 PM"
"1838","1838","PENDING","7/12/2018 12:26:29 AM"
"1839","1839","PENDING","8/28/2016 3:26:29 PM"
"1840","1840","PENDING","3/21/2024 12:26:29 AM"
"1841","1841","PAID","6/24/2020 2:26:29 AM"
"1842","1842","PENDING","3/23/2019 10:26:29 AM"
"1843","1843","FAILED","5/5/2021 6:26:29 AM"
"1844","1844","PENDING","7/25/2017 2:26:29 AM"
"1845","1845","PENDING","4/27/2018 11:26:29 AM"
"1846","1846","PENDING","8/4/2016 10:26:29 AM"
"1847","1847","PENDING","3/24/2021 12:26:29 AM"
"1848","1848","PAID","8/20/2020 11:26:29 AM"
"1849","1849","PENDING","7/5/2026 11:26:29 PM"
"1850","1850","PENDING","12/6/2020 9:26:29 AM"
"1851","1851","PENDING","5/23/2018 6:26:29 PM"
"1852","1852","PENDING","11/2/2018 5:26:29 AM"
"1853","1853","PENDING","11/19/2019 4:26:29 AM"
"1854","1854","PENDING","3/9/2021 7:26:29 AM"
"1855","1855","PAID","12/25/2016 10:26:29 AM"
"1856","1856","PENDING","7/6/2025 9:26:29 AM"
"1857","1857","PENDING","1/19/2017 9:26:29 AM"
"1858","1858","PENDING","5/1/2021 4:26:29 PM"
"1859","1859","PENDING","8/31/2016 8:26:29 AM"
"1860","1860","PENDING","8/24/2019 3:26:29 PM"
"1861","1861","PENDING","11/19/2023 9:26:29 AM"
"1862","1862","PAID","9/22/2021 7:26:29 AM"
"1863","1863","PENDING","1/29/2022 7:26:29 AM"
"1864","1864","PENDING","2/23/2019 1:26:29 AM"
"1865","1865","PENDING","9/17/2018 9:26:29 AM"
"1866","1866","PENDING","12/3/2020 5:26:29 PM"
"1867","1867","PENDING","5/11/2019 11:26:29 AM"
"1868","1868","PENDING","9/16/2022 6:26:29 PM"
"1869","1869","PAID","9/3/2017 1:26:29 AM"
"1870","1870","PENDING","5/27/2026 2:26:29 PM"
"1871","1871","PENDING","7/7/2022 9:26:29 AM"
"1872","1872","PENDING","4/13/2026 2:26:29 AM"
"1873","1873","PENDING","7/26/2017 9:26:29 PM"
"1874","1874","PENDING","2/21/2018 5:26:29 PM"
"1875","1875","PENDING","12/27/2018 3:26:29 AM"
