"id","delivery_status"
"4004","QUEUED"
"4005","SENT"
"4006","SENT"
"4007","SENT"
"4008","SENT"
"4009","SENT"
"4010","SENT"
"4011","SENT"
"4012","FAILED"
"4013","SENT"
"4014","SENT"
"4015","SENT"
"4016","SENT"
"4017","QUEUED"
"4018","SENT"
"4019","SENT"
"4020","SENT"
"4021","SENT"
"4022","SENT"
"4023","SENT"
"4024","SENT"
"4025","SENT"
"4026","SENT"
"4027","SENT"
"4028","SENT"
"4029","FAILED"
"4030","QUEUED"
"4031","SENT"
"4032","SENT"
"4033","SENT"
"4034","SENT"
"4035","SENT"
"4036","SENT"
"4037","SENT"
"4038","SENT"
"4039","SENT"
"4040","SENT"
"4041","SENT"
"4042","SENT"
"4043","QUEUED"
"4044","SENT"
"4045","SENT"
"4046","FAILED"
"4047","SENT"
"4048","SENT"
"4049","SENT"
"4050","SENT"
"4051","SENT"
"4052","SENT"
"4053","SENT"
"4054","SENT"
"4055","SENT"
"4056","QUEUED"
"4057","SENT"
"4058","SENT"
"4059","SENT"
"4060","SENT"
"4061","SENT"
"4062","SENT"
"4063","FAILED"
"4064","SENT"
"4065","SENT"
"4066","SENT"
"4067","SENT"
"4068","SENT"
"4069","QUEUED"
"4070","SENT"
"4071","SENT"
"4072","SENT"
"4073","SENT"
"4074","SENT"
"4075","SENT"
"4076","SENT"
"4077","SENT"
"4078","SENT"
"4079","SENT"
"4080","FAILED"
"4081","SENT"
"4082","QUEUED"
"4083","SENT"
"4084","SENT"
"4085","SENT"
"4086","SENT"
"4087","SENT"
"4088","SENT"
"4089","SENT"
"4090","SENT"
"4091","SENT"
"4092","SENT"
"4093","SENT"
"4094","SENT"
"4095","QUEUED"
"4096","SENT"
"4097","FAILED"
"4098","SENT"
"4099","SENT"
"4100","SENT"
"4101","SENT"
"4102","SENT"
"4103","SENT"
"4104","SENT"
"4105","SENT"
"4106","SENT"
"4107","SENT"
"4108","QUEUED"
"4109","SENT"
"4110","SENT"
"4111","SENT"
"4112","SENT"
"4113","SENT"
"4114","FAILED"
"4115","SENT"
"4116","SENT"
"4117","SENT"
"4118","SENT"
"4119","SENT"
"4120","SENT"
"4121","QUEUED"
"4122","SENT"
"4123","SENT"
"4124","SENT"
"4125","SENT"
"4126","SENT"
"4127","SENT"
"4128","SENT"
"4129","SENT"
"4130","SENT"
"4131","FAILED"
"4132","SENT"
"4133","SENT"
"4134","QUEUED"
"4135","SENT"
"4136","SENT"
"4137","SENT"
"4138","SENT"
"4139","SENT"
"4140","SENT"
"4141","SENT"
"4142","SENT"
"4143","SENT"
"4144","SENT"
"4145","SENT"
"4146","SENT"
"4147","QUEUED"
"4148","FAILED"
"4149","SENT"
"4150","SENT"
"4151","SENT"
"4152","SENT"
"4153","SENT"
"4154","SENT"
"4155","SENT"
"4156","SENT"
"4157","SENT"
"4158","SENT"
"4159","SENT"
"4160","QUEUED"
"4161","SENT"
"4162","SENT"
"4163","SENT"
"4164","SENT"
"4165","FAILED"
"4166","SENT"
"4167","SENT"
"4168","SENT"
"4169","SENT"
"4170","SENT"
"4171","SENT"
"4172","SENT"
"4173","QUEUED"
"4174","SENT"
"4175","SENT"
"4176","SENT"
"4177","SENT"
"4178","SENT"
"4179","SENT"
"4180","SENT"
"4181","SENT"
"4182","FAILED"
"4183","SENT"
"4184","SENT"
"4185","SENT"
"4186","QUEUED"
"4187","SENT"
"4188","SENT"
"4189","SENT"
"4190","SENT"
"4191","SENT"
"4192","SENT"
"4193","SENT"
"4194","SENT"
"4195","SENT"
"4196","SENT"
"4197","SENT"
"4198","SENT"
"4199","FAILED"
"4200","SENT"
"4201","SENT"
"4202","SENT"
"4203","SENT"
"4204","SENT"
"4205","SENT"
"4206","SENT"
"4207","SENT"
"4208","SENT"
"4209","SENT"
"4210","SENT"
"4211","SENT"
"4212","QUEUED"
"4213","SENT"
"4214","SENT"
"4215","SENT"
"4216","FAILED"
"4217","SENT"
"4218","SENT"
"4219","SENT"
"4220","SENT"
"4221","SENT"
"4222","SENT"
"4223","SENT"
"4224","SENT"
"4225","QUEUED"
"4226","SENT"
"4227","SENT"
"4228","SENT"
"4229","SENT"
"4230","SENT"
"4231","SENT"
"4232","SENT"
"4233","FAILED"
"4234","SENT"
"4235","SENT"
"4236","SENT"
"4237","SENT"
"4238","QUEUED"
"4239","SENT"
"4240","SENT"
"4241","SENT"
"4242","SENT"
"4243","SENT"
"4244","SENT"
"4245","SENT"
"4246","SENT"
"4247","SENT"
"4248","SENT"
"4249","SENT"
"4250","FAILED"
"4251","QUEUED"
"4252","SENT"
"4253","SENT"
"4254","SENT"
"4255","SENT"
"4256","SENT"
"4257","SENT"
"4258","SENT"
"4259","SENT"
"4260","SENT"
"4261","SENT"
"4262","SENT"
"4263","SENT"
"4264","QUEUED"
"4265","SENT"
"4266","SENT"
"4267","FAILED"
"4268","SENT"
"4269","SENT"
"4270","SENT"
"4271","SENT"
"4272","SENT"
"4273","SENT"
"4274","SENT"
"4275","SENT"
"4276","SENT"
"4277","QUEUED"
"4278","SENT"
"4279","SENT"
"4280","SENT"
"4281","SENT"
"4282","SENT"
"4283","SENT"
"4284","FAILED"
"4285","SENT"
"4286","SENT"
"4287","SENT"
"4288","SENT"
"4289","SENT"
"4290","QUEUED"
"4291","SENT"
"4292","SENT"
"4293","SENT"
"4294","SENT"
"4295","SENT"
"4296","SENT"
"4297","SENT"
"4298","SENT"
"4299","SENT"
"4300","SENT"
"4301","FAILED"
"4302","SENT"
"4303","QUEUED"
"4304","SENT"
"4305","SENT"
"4306","SENT"
"4307","SENT"
"4308","SENT"
"4309","SENT"
"4310","SENT"
"4311","SENT"
"4312","SENT"
"4313","SENT"
"4314","SENT"
"4315","SENT"
"4316","QUEUED"
"4317","SENT"
"4318","FAILED"
"4319","SENT"
"4320","SENT"
"4321","SENT"
"4322","SENT"
"4323","SENT"
"4324","SENT"
"4325","SENT"
"4326","SENT"
"4327","SENT"
"4328","SENT"
"4329","QUEUED"
"4330","SENT"
"4331","SENT"
"4332","SENT"
"4333","SENT"
"4334","SENT"
"4335","FAILED"
"4336","SENT"
"4337","SENT"
"4338","SENT"
"4339","SENT"
"4340","SENT"
"4341","SENT"
"4342","QUEUED"
"4343","SENT"
"4344","SENT"
"4345","SENT"
"4346","SENT"
"4347","SENT"
"4348","SENT"
"4349","SENT"
"4350","SENT"
"4351","SENT"
"4352","FAILED"
"4353","SENT"
"4354","SENT"
"4355","QUEUED"
"4356","SENT"
"4357","SENT"
"4358","SENT"
"4359","SENT"
"4360","SENT"
"4361","SENT"
"4362","SENT"
"4363","SENT"
"4364","SENT"
"4365","SENT"
"4366","SENT"
"4367","SENT"
"4368","QUEUED"
"4369","FAILED"
"4370","SENT"
"4371","SENT"
"4372","SENT"
"4373","SENT"
"4374","SENT"
"4375","SENT"
"4376","SENT"
"4377","SENT"
"4378","SENT"
"4379","SENT"
"4380","SENT"
"4381","QUEUED"
"4382","SENT"
"4383","SENT"
"4384","SENT"
"4385","SENT"
"4386","FAILED"
"4387","SENT"
"4388","SENT"
"4389","SENT"
"4390","SENT"
"4391","SENT"
"4392","SENT"
"4393","SENT"
"4394","QUEUED"
"4395","SENT"
"4396","SENT"
"4397","SENT"
"4398","SENT"
"4399","SENT"
"4400","SENT"
"4401","SENT"
"4402","SENT"
"4403","FAILED"
"4404","SENT"
"4405","SENT"
"4406","SENT"
"4407","QUEUED"
"4408","SENT"
"4409","SENT"
"4410","SENT"
"4411","SENT"
"4412","SENT"
"4413","SENT"
"4414","SENT"
"4415","SENT"
"4416","SENT"
"4417","SENT"
"4418","SENT"
"4419","SENT"
"4420","FAILED"
"4421","SENT"
"4422","SENT"
"4423","SENT"
"4424","SENT"
"4425","SENT"
"4426","SENT"
"4427","SENT"
"4428","SENT"
"4429","SENT"
"4430","SENT"
"4431","SENT"
"4432","SENT"
"4433","QUEUED"
"4434","SENT"
"4435","SENT"
"4436","SENT"
"4437","FAILED"
"4438","SENT"
"4439","SENT"
"4440","SENT"
"4441","SENT"
"4442","SENT"
"4443","SENT"
"4444","SENT"
"4445","SENT"
"4446","QUEUED"
"4447","SENT"
"4448","SENT"
"4449","SENT"
"4450","SENT"
"4451","SENT"
"4452","SENT"
"4453","SENT"
"4454","FAILED"
"4455","SENT"
"4456","SENT"
"4457","SENT"
"4458","SENT"
"4459","QUEUED"
"4460","SENT"
"4461","SENT"
"4462","SENT"
"4463","SENT"
"4464","SENT"
"4465","SENT"
"4466","SENT"
"4467","SENT"
"4468","SENT"
"4469","SENT"
"4470","SENT"
"4471","FAILED"
"4472","QUEUED"
"4473","SENT"
"4474","SENT"
"4475","SENT"
"4476","SENT"
"4477","SENT"
"4478","SENT"
"4479","SENT"
"4480","SENT"
"4481","SENT"
"4482","SENT"
"4483","SENT"
"4484","SENT"
"4485","QUEUED"
"4486","SENT"
"4487","SENT"
"4488","FAILED"
"4489","SENT"
"4490","SENT"
"4491","SENT"
"4492","SENT"
"4493","SENT"
"4494","SENT"
"4495","SENT"
"4496","SENT"
"4497","SENT"
"4498","QUEUED"
"4499","SENT"
"4500","SENT"
"4501","SENT"
"4502","SENT"
"4503","SENT"
"4504","SENT"
"4505","FAILED"
"4506","SENT"
"4507","SENT"
"4508","SENT"
"4509","SENT"
"4510","SENT"
"4511","QUEUED"
"4512","SENT"
"4513","SENT"
"4514","SENT"
"4515","SENT"
"4516","SENT"
"4517","SENT"
"4518","SENT"
"4519","SENT"
"4520","SENT"
"4521","SENT"
"4522","FAILED"
"4523","SENT"
"4524","QUEUED"
"4525","SENT"
"4526","SENT"
"4527","SENT"
"4528","SENT"
"4529","SENT"
"4530","SENT"
"4531","SENT"
"4532","SENT"
"4533","SENT"
"4534","SENT"
"4535","SENT"
"4536","SENT"
"4537","QUEUED"
"4538","SENT"
"4539","FAILED"
"4540","SENT"
"4541","SENT"
"4542","SENT"
"4543","SENT"
"4544","SENT"
"4545","SENT"
"4546","SENT"
"4547","SENT"
"4548","SENT"
"4549","SENT"
"4550","QUEUED"
"4551","SENT"
"4552","SENT"
"4553","SENT"
"4554","SENT"
"4555","SENT"
"4556","FAILED"
"4557","SENT"
"4558","SENT"
"4559","SENT"
"4560","SENT"
"4561","SENT"
"4562","SENT"
"4563","QUEUED"
"4564","SENT"
"4565","SENT"
"4566","SENT"
"4567","SENT"
"4568","SENT"
"4569","SENT"
"4570","SENT"
"4571","SENT"
"4572","SENT"
"4573","FAILED"
"4574","SENT"
"4575","SENT"
"4576","QUEUED"
"4577","SENT"
"4578","SENT"
"4579","SENT"
"4580","SENT"
"4581","SENT"
"4582","SENT"
"4583","SENT"
"4584","SENT"
"4585","SENT"
"4586","SENT"
"4587","SENT"
"4588","SENT"
"4589","QUEUED"
"4590","FAILED"
"4591","SENT"
"4592","SENT"
"4593","SENT"
"4594","SENT"
"4595","SENT"
"4596","SENT"
"4597","SENT"
"4598","SENT"
"4599","SENT"
"4600","SENT"
"4601","SENT"
"4602","QUEUED"
"4603","SENT"
"4604","SENT"
"4605","SENT"
"4606","SENT"
"4607","FAILED"
"4608","SENT"
"4609","SENT"
"4610","SENT"
"4611","SENT"
"4612","SENT"
"4613","SENT"
"4614","SENT"
"4615","QUEUED"
"4616","SENT"
"4617","SENT"
"4618","SENT"
"4619","SENT"
"4620","SENT"
"4621","SENT"
"4622","SENT"
"4623","SENT"
"4624","FAILED"
"4625","SENT"
"4626","SENT"
"4627","SENT"
"4628","QUEUED"
"4629","SENT"
"4630","SENT"
"4631","SENT"
"4632","SENT"
"4633","SENT"
"4634","SENT"
"4635","SENT"
"4636","SENT"
"4637","SENT"
"4638","SENT"
"4639","SENT"
"4640","SENT"
"4641","FAILED"
"4642","SENT"
"4643","SENT"
"4644","SENT"
"4645","SENT"
"4646","SENT"
"4647","SENT"
"4648","SENT"
"4649","SENT"
"4650","SENT"
"4651","SENT"
"4652","SENT"
"4653","SENT"
"4654","QUEUED"
"4655","SENT"
"4656","SENT"
"4657","SENT"
"4658","FAILED"
"4659","SENT"
"4660","SENT"
"4661","SENT"
"4662","SENT"
"4663","SENT"
"4664","SENT"
"4665","SENT"
"4666","SENT"
"4667","QUEUED"
"4668","SENT"
"4669","SENT"
"4670","SENT"
"4671","SENT"
"4672","SENT"
"4673","SENT"
"4674","SENT"
"4675","FAILED"
"4676","SENT"
"4677","SENT"
"4678","SENT"
"4679","SENT"
"4680","QUEUED"
"4681","SENT"
"4682","SENT"
"4683","SENT"
"4684","SENT"
"4685","SENT"
"4686","SENT"
"4687","SENT"
"4688","SENT"
"4689","SENT"
"4690","SENT"
"4691","SENT"
"4692","FAILED"
"4693","QUEUED"
"4694","SENT"
"4695","SENT"
"4696","SENT"
"4697","SENT"
"4698","SENT"
"4699","SENT"
"4700","SENT"
"4701","SENT"
"4702","SENT"
"4703","SENT"
"4704","SENT"
"4705","SENT"
"4706","QUEUED"
"4707","SENT"
"4708","SENT"
"4709","FAILED"
"4710","SENT"
"4711","SENT"
"4712","SENT"
"4713","SENT"
"4714","SENT"
"4715","SENT"
"4716","SENT"
"4717","SENT"
"4718","SENT"
"4719","QUEUED"
"4720","SENT"
"4721","SENT"
"4722","SENT"
"4723","SENT"
"4724","SENT"
"4725","SENT"
"4726","FAILED"
"4727","SENT"
"4728","SENT"
"4729","SENT"
"4730","SENT"
"4731","SENT"
"4732","QUEUED"
"4733","SENT"
"4734","SENT"
"4735","SENT"
"4736","SENT"
"4737","SENT"
"4738","SENT"
"4739","SENT"
"4740","SENT"
"4741","SENT"
"4742","SENT"
"4743","FAILED"
"4744","SENT"
"4745","QUEUED"
"4746","SENT"
"4747","SENT"
"4748","SENT"
"4749","SENT"
"4750","SENT"
"4751","SENT"
"4752","SENT"
"4753","SENT"
"4754","SENT"
"4755","SENT"
"4756","SENT"
"4757","SENT"
"4758","QUEUED"
"4759","SENT"
"4760","FAILED"
"4761","SENT"
"4762","SENT"
"4763","SENT"
"4764","SENT"
"4765","SENT"
"4766","SENT"
"4767","SENT"
"4768","SENT"
"4769","SENT"
"4770","SENT"
"4771","QUEUED"
"4772","SENT"
"4773","SENT"
"4774","SENT"
"4775","SENT"
"4776","SENT"
"4777","FAILED"
"4778","SENT"
"4779","SENT"
"4780","SENT"
"4781","SENT"
"4782","SENT"
"4783","SENT"
"4784","QUEUED"
"4785","SENT"
"4786","SENT"
"4787","SENT"
"4788","SENT"
"4789","SENT"
"4790","SENT"
"4791","SENT"
"4792","SENT"
"4793","SENT"
"4794","FAILED"
"4795","SENT"
"4796","SENT"
"4797","QUEUED"
"4798","SENT"
"4799","SENT"
"4800","SENT"
"4801","SENT"
"4802","SENT"
"4803","SENT"
"4804","SENT"
"4805","SENT"
"4806","SENT"
"4807","SENT"
"4808","SENT"
"4809","SENT"
"4810","QUEUED"
"4811","FAILED"
"4812","SENT"
"4813","SENT"
"4814","SENT"
"4815","SENT"
"4816","SENT"
"4817","SENT"
"4818","SENT"
"4819","SENT"
"4820","SENT"
"4821","SENT"
"4822","SENT"
"4823","QUEUED"
"4824","SENT"
"4825","SENT"
"4826","SENT"
"4827","SENT"
"4828","FAILED"
"4829","SENT"
"4830","SENT"
"4831","SENT"
"4832","SENT"
"4833","SENT"
"4834","SENT"
"4835","SENT"
"4836","QUEUED"
"4837","SENT"
"4838","SENT"
"4839","SENT"
"4840","SENT"
"4841","SENT"
"4842","SENT"
"4843","SENT"
"4844","SENT"
"4845","FAILED"
"4846","SENT"
"4847","SENT"
"4848","SENT"
"4849","QUEUED"
"4850","SENT"
"4851","SENT"
"4852","SENT"
"4853","SENT"
"4854","SENT"
"4855","SENT"
"4856","SENT"
"4857","SENT"
"4858","SENT"
"4859","SENT"
"4860","SENT"
"4861","SENT"
"4862","FAILED"
"4863","SENT"
"4864","SENT"
"4865","SENT"
"4866","SENT"
"4867","SENT"
"4868","SENT"
"4869","SENT"
"4870","SENT"
"4871","SENT"
"4872","SENT"
"4873","SENT"
"4874","SENT"
"4875","QUEUED"
"4876","SENT"
"4877","SENT"
"4878","SENT"
"4879","FAILED"
"4880","SENT"
"4881","SENT"
"4882","SENT"
"4883","SENT"
"4884","SENT"
"4885","SENT"
"4886","SENT"
"4887","SENT"
"4888","QUEUED"
"4889","SENT"
"4890","SENT"
"4891","SENT"
"4892","SENT"
"4893","SENT"
"4894","SENT"
"4895","SENT"
"4896","FAILED"
"4897","SENT"
"4898","SENT"
"4899","SENT"
"4900","SENT"
"4901","QUEUED"
"4902","SENT"
"4903","SENT"
"4904","SENT"
"4905","SENT"
"4906","SENT"
"4907","SENT"
"4908","SENT"
"4909","SENT"
"4910","SENT"
"4911","SENT"
"4912","SENT"
"4913","FAILED"
"4914","QUEUED"
"4915","SENT"
"4916","SENT"
"4917","SENT"
"4918","SENT"
"4919","SENT"
"4920","SENT"
"4921","SENT"
"4922","SENT"
"4923","SENT"
"4924","SENT"
"4925","SENT"
"4926","SENT"
"4927","QUEUED"
"4928","SENT"
"4929","SENT"
"4930","FAILED"
"4931","SENT"
"4932","SENT"
"4933","SENT"
"4934","SENT"
"4935","SENT"
"4936","SENT"
"4937","SENT"
"4938","SENT"
"4939","SENT"
"4940","QUEUED"
"4941","SENT"
"4942","SENT"
"4943","SENT"
"4944","SENT"
"4945","SENT"
"4946","SENT"
"4947","FAILED"
"4948","SENT"
"4949","SENT"
"4950","SENT"
"4951","SENT"
"4952","SENT"
"4953","QUEUED"
"4954","SENT"
"4955","SENT"
"4956","SENT"
"4957","SENT"
"4958","SENT"
"4959","SENT"
"4960","SENT"
"4961","SENT"
"4962","SENT"
"4963","SENT"
"4964","FAILED"
"4965","SENT"
"4966","QUEUED"
"4967","SENT"
"4968","SENT"
"4969","SENT"
"4970","SENT"
"4971","SENT"
"4972","SENT"
"4973","SENT"
"4974","SENT"
"4975","SENT"
"4976","SENT"
"4977","SENT"
"4978","SENT"
"4979","QUEUED"
"4980","SENT"
"4981","FAILED"
"4982","SENT"
"4983","SENT"
"4984","SENT"
"4985","SENT"
"4986","SENT"
"4987","SENT"
"4988","SENT"
"4989","SENT"
"4990","SENT"
"4991","SENT"
"4992","QUEUED"
"4993","SENT"
"4994","SENT"
"4995","SENT"
"4996","SENT"
"4997","SENT"
"4998","FAILED"
"4999","SENT"
"5000","SENT"
"5001","SENT"
"5002","SENT"
"5003","SENT"
"5004","SENT"
"5005","QUEUED"
"5006","SENT"
"5007","SENT"
"5008","SENT"
"5009","SENT"
"5010","SENT"
"5011","SENT"
"5012","SENT"
"5013","SENT"
"5014","SENT"
"5015","FAILED"
"5016","SENT"
"5017","SENT"
"5018","QUEUED"
"5019","SENT"
"5020","SENT"
"5021","SENT"
"5022","SENT"
"5023","SENT"
"5024","SENT"
"5025","SENT"
"5026","SENT"
"5027","SENT"
"5028","SENT"
"5029","SENT"
"5030","SENT"
"5031","QUEUED"
"5032","FAILED"
"5033","SENT"
"5034","SENT"
"5035","SENT"
"5036","SENT"
"5037","SENT"
"5038","SENT"
"5039","SENT"
"5040","SENT"
"5041","SENT"
"5042","SENT"
"5043","SENT"
"5044","QUEUED"
"5045","SENT"
"5046","SENT"
"5047","SENT"
"5048","SENT"
"5049","FAILED"
"5050","SENT"
"5051","SENT"
"5052","SENT"
"5053","SENT"
"5054","SENT"
"5055","SENT"
"5056","SENT"
"5057","QUEUED"
"5058","SENT"
"5059","SENT"
"5060","SENT"
"5061","SENT"
"5062","SENT"
"5063","SENT"
"5064","SENT"
"5065","SENT"
"5066","FAILED"
"5067","SENT"
"5068","SENT"
"5069","SENT"
"5070","QUEUED"
"5071","SENT"
"5072","SENT"
"5073","SENT"
"5074","SENT"
"5075","SENT"
"5076","SENT"
"5077","SENT"
"5078","SENT"
"5079","SENT"
"5080","SENT"
"5081","SENT"
"5082","SENT"
"5083","FAILED"
"5084","SENT"
"5085","SENT"
"5086","SENT"
"5087","SENT"
"5088","SENT"
"5089","SENT"
"5090","SENT"
"5091","SENT"
"5092","SENT"
"5093","SENT"
"5094","SENT"
"5095","SENT"
"5096","QUEUED"
"5097","SENT"
"5098","SENT"
"5099","SENT"
"5100","FAILED"
"5101","SENT"
"5102","SENT"
"5103","SENT"
"5104","SENT"
"5105","SENT"
"5106","SENT"
"5107","SENT"
"5108","SENT"
"5109","QUEUED"
"5110","SENT"
"5111","SENT"
"5112","SENT"
"5113","SENT"
"5114","SENT"
"5115","SENT"
"5116","SENT"
"5117","FAILED"
"5118","SENT"
"5119","SENT"
"5120","SENT"
"5121","SENT"
"5122","QUEUED"
"5123","SENT"
"5124","SENT"
"5125","SENT"
"5126","SENT"
"5127","SENT"
"5128","SENT"
"5129","SENT"
"5130","SENT"
"5131","SENT"
"5132","SENT"
"5133","SENT"
"5134","FAILED"
"5135","QUEUED"
"5136","SENT"
"5137","SENT"
"5138","SENT"
"5139","SENT"
"5140","SENT"
"5141","SENT"
"5142","SENT"
"5143","SENT"
"5144","SENT"
"5145","SENT"
"5146","SENT"
"5147","SENT"
"5148","QUEUED"
"5149","SENT"
"5150","SENT"
"5151","FAILED"
"5152","SENT"
"5153","SENT"
"5154","SENT"
"5155","SENT"
"5156","SENT"
"5157","SENT"
"5158","SENT"
"5159","SENT"
"5160","SENT"
"5161","QUEUED"
"5162","SENT"
"5163","SENT"
"5164","SENT"
"5165","SENT"
"5166","SENT"
"5167","SENT"
"5168","FAILED"
"5169","SENT"
"5170","SENT"
"5171","SENT"
"5172","SENT"
"5173","SENT"
"5174","QUEUED"
"5175","SENT"
"5176","SENT"
"5177","SENT"
"5178","SENT"
"5179","SENT"
"5180","SENT"
"5181","SENT"
"5182","SENT"
"5183","SENT"
"5184","SENT"
"5185","FAILED"
"5186","SENT"
"5187","QUEUED"
"5188","SENT"
"5189","SENT"
"5190","SENT"
"5191","SENT"
"5192","SENT"
"5193","SENT"
"5194","SENT"
"5195","SENT"
"5196","SENT"
"5197","SENT"
"5198","SENT"
"5199","SENT"
"5200","QUEUED"
"5201","SENT"
"5202","FAILED"
"5203","SENT"
"5204","SENT"
"5205","SENT"
"5206","SENT"
"5207","SENT"
"5208","SENT"
"5209","SENT"
"5210","SENT"
"5211","SENT"
"5212","SENT"
"5213","QUEUED"
"5214","SENT"
"5215","SENT"
"5216","SENT"
"5217","SENT"
"5218","SENT"
"5219","FAILED"
"5220","SENT"
"5221","SENT"
"5222","SENT"
"5223","SENT"
"5224","SENT"
"5225","SENT"
"5226","QUEUED"
"5227","SENT"
"5228","SENT"
"5229","SENT"
"5230","SENT"
"5231","SENT"
"5232","SENT"
"5233","SENT"
"5234","SENT"
"5235","SENT"
"5236","FAILED"
"5237","SENT"
"5238","SENT"
"5239","QUEUED"
"5240","SENT"
"5241","SENT"
"5242","SENT"
"5243","SENT"
"5244","SENT"
"5245","SENT"
"5246","SENT"
"5247","SENT"
"5248","SENT"
"5249","SENT"
"5250","SENT"
"5251","SENT"
"5252","QUEUED"
"5253","FAILED"
"5254","SENT"
"5255","SENT"
"5256","SENT"
"5257","SENT"
"5258","SENT"
"5259","SENT"
"5260","SENT"
"5261","SENT"
"5262","SENT"
"5263","SENT"
"5264","SENT"
"5265","QUEUED"
"5266","SENT"
"5267","SENT"
"5268","SENT"
"5269","SENT"
"5270","FAILED"
"5271","SENT"
"5272","SENT"
"5273","SENT"
"5274","SENT"
"5275","SENT"
"5276","SENT"
"5277","SENT"
"5278","QUEUED"
"5279","SENT"
"5280","SENT"
"5281","SENT"
"5282","SENT"
"5283","SENT"
"5284","SENT"
"5285","SENT"
"5286","SENT"
"5287","FAILED"
"5288","SENT"
"5289","SENT"
"5290","SENT"
"5291","QUEUED"
"5292","SENT"
"5293","SENT"
"5294","SENT"
"5295","SENT"
"5296","SENT"
"5297","SENT"
"5298","SENT"
"5299","SENT"
"5300","SENT"
"5301","SENT"
"5302","SENT"
"5303","SENT"
"5304","FAILED"
"5305","SENT"
"5306","SENT"
"5307","SENT"
"5308","SENT"
"5309","SENT"
"5310","SENT"
"5311","SENT"
"5312","SENT"
"5313","SENT"
"5314","SENT"
"5315","SENT"
"5316","SENT"
"5317","QUEUED"
"5318","SENT"
"5319","SENT"
"5320","SENT"
"5321","FAILED"
"5322","SENT"
"5323","SENT"
"5324","SENT"
"5325","SENT"
"5326","SENT"
"5327","SENT"
"5328","SENT"
"5329","SENT"
"5330","QUEUED"
"5331","SENT"
"5332","SENT"
"5333","SENT"
"5334","SENT"
"5335","SENT"
"5336","SENT"
"5337","SENT"
"5338","FAILED"
"5339","SENT"
"5340","SENT"
"5341","SENT"
"5342","SENT"
"5343","QUEUED"
"5344","SENT"
"5345","SENT"
"5346","SENT"
"5347","SENT"
"5348","SENT"
"5349","SENT"
"5350","SENT"
"5351","SENT"
"5352","SENT"
"5353","SENT"
"5354","SENT"
"5355","FAILED"
"5356","QUEUED"
"5357","SENT"
"5358","SENT"
"5359","SENT"
"5360","SENT"
"5361","SENT"
"5362","SENT"
"5363","SENT"
"5364","SENT"
"5365","SENT"
"5366","SENT"
"5367","SENT"
"5368","SENT"
"5369","QUEUED"
"5370","SENT"
"5371","SENT"
"5372","FAILED"
"5373","SENT"
"5374","SENT"
"5375","SENT"
"5376","SENT"
"5377","SENT"
"5378","SENT"
"5379","SENT"
"5380","SENT"
"5381","SENT"
"5382","QUEUED"
"5383","SENT"
"5384","SENT"
"5385","SENT"
"5386","SENT"
"5387","SENT"
"5388","SENT"
"5389","FAILED"
"5390","SENT"
"5391","SENT"
"5392","SENT"
"5393","SENT"
"5394","SENT"
"5395","QUEUED"
"5396","SENT"
"5397","SENT"
"5398","SENT"
"5399","SENT"
"5400","SENT"
"5401","SENT"
"5402","SENT"
"5403","SENT"
"5404","SENT"
"5405","SENT"
"5406","FAILED"
"5407","SENT"
"5408","QUEUED"
"5409","SENT"
"5410","SENT"
"5411","SENT"
"5412","SENT"
"5413","SENT"
"5414","SENT"
"5415","SENT"
"5416","SENT"
"5417","SENT"
"5418","SENT"
"5419","SENT"
"5420","SENT"
"5421","QUEUED"
"5422","SENT"
"5423","FAILED"
"5424","SENT"
"5425","SENT"
"5426","SENT"
"5427","SENT"
"5428","SENT"
"5429","SENT"
"5430","SENT"
"5431","SENT"
"5432","SENT"
"5433","SENT"
"5434","QUEUED"
"5435","SENT"
"5436","SENT"
"5437","SENT"
"5438","SENT"
"5439","SENT"
"5440","FAILED"
"5441","SENT"
"5442","SENT"
"5443","SENT"
"5444","SENT"
"5445","SENT"
"5446","SENT"
"5447","QUEUED"
"5448","SENT"
"5449","SENT"
"5450","SENT"
"5451","SENT"
"5452","SENT"
"5453","SENT"
"5454","SENT"
"5455","SENT"
"5456","SENT"
"5457","FAILED"
"5458","SENT"
"5459","SENT"
"5460","QUEUED"
"5461","SENT"
"5462","SENT"
"5463","SENT"
"5464","SENT"
"5465","SENT"
"5466","SENT"
"5467","SENT"
"5468","SENT"
"5469","SENT"
"5470","SENT"
"5471","SENT"
"5472","SENT"
"5473","QUEUED"
"5474","FAILED"
"5475","SENT"
"5476","SENT"
"5477","SENT"
"5478","SENT"
"5479","SENT"
"5480","SENT"
"5481","SENT"
"5482","SENT"
"5483","SENT"
"5484","SENT"
"5485","SENT"
"5486","QUEUED"
"5487","SENT"
"5488","SENT"
"5489","SENT"
"5490","SENT"
"5491","FAILED"
"5492","SENT"
"5493","SENT"
"5494","SENT"
"5495","SENT"
"5496","SENT"
"5497","SENT"
"5498","SENT"
"5499","QUEUED"
"5500","SENT"
"5501","SENT"
"5502","SENT"
"5503","SENT"
"5504","SENT"
"5505","SENT"
"5506","SENT"
"5507","SENT"
"5508","FAILED"
"5509","SENT"
"5510","SENT"
"5511","SENT"
"5512","QUEUED"
"5513","SENT"
"5514","SENT"
"5515","SENT"
"5516","SENT"
"5517","SENT"
"5518","SENT"
"5519","SENT"
"5520","SENT"
"5521","SENT"
"5522","SENT"
