"device_code","gps_status"
"GPS-05572","OK"
"GPS-05573","OK"
"GPS-05574","OK"
"GPS-05575","OK"
"GPS-05576","OK"
"GPS-05577","OK"
"GPS-05578","OK"
"GPS-05579","OK"
"GPS-05580","OK"
"GPS-05581","OK"
"GPS-05582","OK"
"GPS-05583","OK"
"GPS-05584","OK"
"GPS-05585","OK"
"GPS-05586","OK"
"GPS-05587","OK"
"GPS-05588","OK"
"GPS-05589","OK"
"GPS-05590","OK"
"GPS-05591","OFFLINE"
"GPS-05592","OK"
"GPS-05593","OK"
"GPS-05594","OK"
"GPS-05595","OK"
"GPS-05596","OK"
"GPS-05597","OK"
"GPS-05598","OK"
"GPS-05599","OK"
"GPS-05600","OK"
"GPS-05601","SIGNAL_LOST"
"GPS-05602","OK"
"GPS-05603","OK"
"GPS-05604","OK"
"GPS-05605","OK"
"GPS-05606","OK"
"GPS-05607","OK"
"GPS-05608","OK"
"GPS-05609","OK"
"GPS-05610","OK"
"GPS-05611","OK"
"GPS-05612","OK"
"GPS-05613","OK"
"GPS-05614","OK"
"GPS-05615","OK"
"GPS-05616","OK"
"GPS-05617","OK"
"GPS-05618","OK"
"GPS-05619","OK"
"GPS-05620","OK"
"GPS-05621","OK"
"GPS-05622","OK"
"GPS-05623","OK"
"GPS-05624","OK"
"GPS-05625","OK"
"GPS-05626","OK"
"GPS-05627","OK"
"GPS-05628","OK"
"GPS-05629","OK"
"GPS-05630","OK"
"GPS-05631","OK"
"GPS-05632","OK"
"GPS-05633","OK"
"GPS-05634","OK"
"GPS-05635","OK"
"GPS-05636","OK"
"GPS-05637","OK"
"GPS-05638","OK"
"GPS-05639","OK"
"GPS-05640","OK"
"GPS-05641","OK"
"GPS-05642","OK"
"GPS-05643","OK"
"GPS-05644","OK"
"GPS-05645","OK"
"GPS-05646","OK"
"GPS-05647","OK"
"GPS-05648","OK"
"GPS-05649","OK"
"GPS-05650","OK"
"GPS-05651","OK"
"GPS-05652","OK"
"GPS-05653","OK"
"GPS-05654","OK"
"GPS-05655","OK"
"GPS-05656","OK"
"GPS-05657","OK"
"GPS-05658","OK"
"GPS-05659","OK"
"GPS-05660","OK"
"GPS-05661","OK"
"GPS-05662","OK"
"GPS-05663","OK"
"GPS-05664","OK"
"GPS-05665","OK"
"GPS-05666","OK"
"GPS-05667","OK"
"GPS-05668","OK"
"GPS-05669","OK"
"GPS-05670","OK"
"GPS-05671","SIGNAL_LOST"
"GPS-05672","OK"
"GPS-05673","OK"
"GPS-05674","OK"
"GPS-05675","OK"
"GPS-05676","OK"
"GPS-05677","OK"
"GPS-05678","OK"
"GPS-05679","OK"
"GPS-05680","OK"
"GPS-05681","OK"
"GPS-05682","OK"
"GPS-05683","OK"
"GPS-05684","OK"
"GPS-05685","OK"
"GPS-05686","OK"
"GPS-05687","OK"
"GPS-05688","OK"
"GPS-05689","OK"
"GPS-05690","OK"
"GPS-05691","OK"
"GPS-05692","OK"
"GPS-05693","OK"
"GPS-05694","OK"
"GPS-05695","OK"
"GPS-05696","OK"
"GPS-05697","OK"
"GPS-05698","OK"
"GPS-05699","OK"
"GPS-05700","OK"
"GPS-05701","OK"
"GPS-05702","OK"
"GPS-05703","OK"
"GPS-05704","OK"
"GPS-05705","OK"
"GPS-05706","OK"
"GPS-05707","OK"
"GPS-05708","OK"
"GPS-05709","OK"
"GPS-05710","OK"
"GPS-05711","OK"
"GPS-05712","OK"
"GPS-05713","OK"
"GPS-05714","OK"
"GPS-05715","OK"
"GPS-05716","OK"
"GPS-05717","OK"
"GPS-05718","OK"
"GPS-05719","OK"
"GPS-05720","OK"
"GPS-05721","OFFLINE"
"GPS-05722","OK"
"GPS-05723","OK"
"GPS-05724","OK"
"GPS-05725","OK"
"GPS-05726","OK"
"GPS-05727","OK"
"GPS-05728","OK"
"GPS-05729","OK"
"GPS-05730","OK"
"GPS-05731","OK"
"GPS-05732","OK"
"GPS-05733","OK"
"GPS-05734","OK"
"GPS-05735","OK"
"GPS-05736","OK"
"GPS-05737","OK"
"GPS-05738","OK"
"GPS-05739","OK"
"GPS-05740","OK"
"GPS-05741","SIGNAL_LOST"
"GPS-05742","OK"
"GPS-05743","OK"
"GPS-05744","OK"
"GPS-05745","OK"
"GPS-05746","OK"
"GPS-05747","OK"
"GPS-05748","OK"
"GPS-05749","OK"
"GPS-05750","OK"
"GPS-05751","OK"
"GPS-05752","OK"
"GPS-05753","OK"
"GPS-05754","OK"
"GPS-05755","OK"
"GPS-05756","OK"
"GPS-05757","OK"
"GPS-05758","OK"
"GPS-05759","OK"
"GPS-05760","OK"
"GPS-05761","OK"
"GPS-05762","OK"
"GPS-05763","OK"
"GPS-05764","OK"
"GPS-05765","OK"
"GPS-05766","OK"
"GPS-05767","OK"
"GPS-05768","OK"
"GPS-05769","OK"
"GPS-05770","OK"
"GPS-05771","OK"
"GPS-05772","OK"
"GPS-05773","OK"
"GPS-05774","OK"
"GPS-05775","OK"
"GPS-05776","OK"
"GPS-05777","OK"
"GPS-05778","OK"
"GPS-05779","OK"
"GPS-05780","OK"
"GPS-05781","OK"
"GPS-05782","OK"
"GPS-05783","OK"
"GPS-05784","OK"
"GPS-05785","OK"
"GPS-05786","OK"
"GPS-05787","OK"
"GPS-05788","OK"
"GPS-05789","OK"
"GPS-05790","OK"
"GPS-05791","OK"
"GPS-05792","OK"
"GPS-05793","OK"
"GPS-05794","OK"
"GPS-05795","OK"
"GPS-05796","OK"
"GPS-05797","OK"
"GPS-05798","OK"
"GPS-05799","OK"
"GPS-05800","OK"
"GPS-05801","OK"
"GPS-05802","OK"
"GPS-05803","OK"
"GPS-05804","OK"
"GPS-05805","OK"
"GPS-05806","OK"
"GPS-05807","OK"
"GPS-05808","OK"
"GPS-05809","OK"
"GPS-05810","OK"
"GPS-05811","SIGNAL_LOST"
"GPS-05812","OK"
"GPS-05813","OK"
"GPS-05814","OK"
"GPS-05815","OK"
"GPS-05816","OK"
"GPS-05817","OK"
"GPS-05818","OK"
"GPS-05819","OK"
"GPS-05820","OK"
"GPS-05821","OK"
"GPS-05822","OK"
"GPS-05823","OK"
"GPS-05824","OK"
"GPS-05825","OK"
"GPS-05826","OK"
"GPS-05827","OK"
"GPS-05828","OK"
"GPS-05829","OK"
"GPS-05830","OK"
"GPS-05831","OK"
"GPS-05832","OK"
"GPS-05833","OK"
"GPS-05834","OK"
"GPS-05835","OK"
"GPS-05836","OK"
"GPS-05837","OK"
"GPS-05838","OK"
"GPS-05839","OK"
"GPS-05840","OK"
"GPS-05841","OK"
"GPS-05842","OK"
"GPS-05843","OK"
"GPS-05844","OK"
"GPS-05845","OK"
"GPS-05846","OK"
"GPS-05847","OK"
"GPS-05848","OK"
"GPS-05849","OK"
"GPS-05850","OK"
"GPS-05851","OFFLINE"
"GPS-05852","OK"
"GPS-05853","OK"
"GPS-05854","OK"
"GPS-05855","OK"
"GPS-05856","OK"
"GPS-05857","OK"
"GPS-05858","OK"
"GPS-05859","OK"
"GPS-05860","OK"
"GPS-05861","OK"
"GPS-05862","OK"
"GPS-05863","OK"
"GPS-05864","OK"
"GPS-05865","OK"
"GPS-05866","OK"
"GPS-05867","OK"
"GPS-05868","OK"
"GPS-05869","OK"
"GPS-05870","OK"
"GPS-05871","OK"
"GPS-05872","OK"
"GPS-05873","OK"
"GPS-05874","OK"
"GPS-05875","OK"
"GPS-05876","OK"
"GPS-05877","OK"
"GPS-05878","OK"
"GPS-05879","OK"
"GPS-05880","OK"
"GPS-05881","SIGNAL_LOST"
"GPS-05882","OK"
"GPS-05883","OK"
"GPS-05884","OK"
"GPS-05885","OK"
"GPS-05886","OK"
"GPS-05887","OK"
"GPS-05888","OK"
"GPS-05889","OK"
"GPS-05890","OK"
"GPS-05891","OK"
"GPS-05892","OK"
"GPS-05893","OK"
"GPS-05894","OK"
"GPS-05895","OK"
"GPS-05896","OK"
"GPS-05897","OK"
"GPS-05898","OK"
"GPS-05899","OK"
"GPS-05900","OK"
"GPS-05901","OK"
"GPS-05902","OK"
"GPS-05903","OK"
"GPS-05904","OK"
"GPS-05905","OK"
"GPS-05906","OK"
"GPS-05907","OK"
"GPS-05908","OK"
"GPS-05909","OK"
"GPS-05910","OK"
"GPS-05911","OK"
"GPS-05912","OK"
"GPS-05913","OK"
"GPS-05914","OK"
"GPS-05915","OK"
"GPS-05916","OK"
"GPS-05917","OK"
"GPS-05918","OK"
"GPS-05919","OK"
"GPS-05920","OK"
"GPS-05921","OK"
"GPS-05922","OK"
"GPS-05923","OK"
"GPS-05924","OK"
"GPS-05925","OK"
"GPS-05926","OK"
"GPS-05927","OK"
"GPS-05928","OK"
"GPS-05929","OK"
"GPS-05930","OK"
"GPS-05931","OK"
"GPS-05932","OK"
"GPS-05933","OK"
"GPS-05934","OK"
"GPS-05935","OK"
"GPS-05936","OK"
"GPS-05937","OK"
"GPS-05938","OK"
"GPS-05939","OK"
"GPS-05940","OK"
"GPS-05941","OK"
"GPS-05942","OK"
"GPS-05943","OK"
"GPS-05944","OK"
"GPS-05945","OK"
"GPS-05946","OK"
"GPS-05947","OK"
"GPS-05948","OK"
"GPS-05949","OK"
"GPS-05950","OK"
"GPS-05951","SIGNAL_LOST"
"GPS-05952","OK"
"GPS-05953","OK"
"GPS-05954","OK"
"GPS-05955","OK"
"GPS-05956","OK"
"GPS-05957","OK"
"GPS-05958","OK"
"GPS-05959","OK"
"GPS-05960","OK"
"GPS-05961","OK"
"GPS-05962","OK"
"GPS-05963","OK"
"GPS-05964","OK"
"GPS-05965","OK"
"GPS-05966","OK"
"GPS-05967","OK"
"GPS-05968","OK"
"GPS-05969","OK"
"GPS-05970","OK"
"GPS-05971","OK"
"GPS-05972","OK"
"GPS-05973","OK"
"GPS-05974","OK"
"GPS-05975","OK"
"GPS-05976","OK"
"GPS-05977","OK"
"GPS-05978","OK"
"GPS-05979","OK"
"GPS-05980","OK"
"GPS-05981","OFFLINE"
"GPS-05982","OK"
"GPS-05983","OK"
"GPS-05984","OK"
"GPS-05985","OK"
"GPS-05986","OK"
"GPS-05987","OK"
"GPS-05988","OK"
"GPS-05989","OK"
"GPS-05990","OK"
"GPS-05991","OK"
"GPS-05992","OK"
"GPS-05993","OK"
"GPS-05994","OK"
"GPS-05995","OK"
"GPS-05996","OK"
"GPS-05997","OK"
"GPS-05998","OK"
"GPS-05999","OK"
"GPS-06000","OK"
"GPS-06001","OK"
"GPS-06002","OK"
"GPS-06003","OK"
"GPS-06004","OK"
"GPS-06005","OK"
"GPS-06006","OK"
"GPS-06007","OK"
"GPS-06008","OK"
"GPS-06009","OK"
"GPS-06010","OK"
"GPS-06011","OK"
"GPS-06012","OK"
"GPS-06013","OK"
"GPS-06014","OK"
"GPS-06015","OK"
"GPS-06016","OK"
"GPS-06017","OK"
"GPS-06018","OK"
"GPS-06019","OK"
"GPS-06020","OK"
"GPS-06021","SIGNAL_LOST"
"GPS-06022","OK"
"GPS-06023","OK"
"GPS-06024","OK"
"GPS-06025","OK"
"GPS-06026","OK"
"GPS-06027","OK"
"GPS-06028","OK"
"GPS-06029","OK"
"GPS-06030","OK"
"GPS-06031","OK"
"GPS-06032","OK"
"GPS-06033","OK"
"GPS-06034","OK"
"GPS-06035","OK"
"GPS-06036","OK"
"GPS-06037","OK"
"GPS-06038","OK"
"GPS-06039","OK"
"GPS-06040","OK"
"GPS-06041","OK"
"GPS-06042","OK"
"GPS-06043","OK"
"GPS-06044","OK"
"GPS-06045","OK"
"GPS-06046","OK"
"GPS-06047","OK"
"GPS-06048","OK"
"GPS-06049","OK"
"GPS-06050","OK"
"GPS-06051","OK"
"GPS-06052","OK"
"GPS-06053","OK"
"GPS-06054","OK"
"GPS-06055","OK"
"GPS-06056","OK"
"GPS-06057","OK"
"GPS-06058","OK"
"GPS-06059","OK"
"GPS-06060","OK"
"GPS-06061","OK"
"GPS-06062","OK"
"GPS-06063","OK"
"GPS-06064","OK"
"GPS-06065","OK"
"GPS-06066","OK"
"GPS-06067","OK"
"GPS-06068","OK"
"GPS-06069","OK"
"GPS-06070","OK"
"GPS-06071","OK"
"GPS-06072","OK"
"GPS-06073","OK"
"GPS-06074","OK"
"GPS-06075","OK"
"GPS-06076","OK"
"GPS-06077","OK"
"GPS-06078","OK"
"GPS-06079","OK"
"GPS-06080","OK"
"GPS-06081","OK"
"GPS-06082","OK"
"GPS-06083","OK"
"GPS-06084","OK"
"GPS-06085","OK"
"GPS-06086","OK"
"GPS-06087","OK"
"GPS-06088","OK"
"GPS-06089","OK"
"GPS-06090","OK"
"GPS-06091","SIGNAL_LOST"
"GPS-06092","OK"
"GPS-06093","OK"
"GPS-06094","OK"
"GPS-06095","OK"
"GPS-06096","OK"
"GPS-06097","OK"
"GPS-06098","OK"
"GPS-06099","OK"
"GPS-06100","OK"
"GPS-06101","OK"
"GPS-06102","OK"
"GPS-06103","OK"
"GPS-06104","OK"
"GPS-06105","OK"
"GPS-06106","OK"
"GPS-06107","OK"
"GPS-06108","OK"
"GPS-06109","OK"
"GPS-06110","OK"
"GPS-06111","OFFLINE"
"GPS-06112","OK"
"GPS-06113","OK"
"GPS-06114","OK"
"GPS-06115","OK"
"GPS-06116","OK"
"GPS-06117","OK"
"GPS-06118","OK"
"GPS-06119","OK"
"GPS-06120","OK"
"GPS-06121","OK"
"GPS-06122","OK"
"GPS-06123","OK"
"GPS-06124","OK"
"GPS-06125","OK"
"GPS-06126","OK"
"GPS-06127","OK"
"GPS-06128","OK"
"GPS-06129","OK"
"GPS-06130","OK"
"GPS-06131","OK"
"GPS-06132","OK"
"GPS-06133","OK"
"GPS-06134","OK"
"GPS-06135","OK"
"GPS-06136","OK"
"GPS-06137","OK"
"GPS-06138","OK"
"GPS-06139","OK"
"GPS-06140","OK"
"GPS-06141","OK"
"GPS-06142","OK"
"GPS-06143","OK"
"GPS-06144","OK"
"GPS-06145","OK"
"GPS-06146","OK"
"GPS-06147","OK"
"GPS-06148","OK"
"GPS-06149","OK"
"GPS-06150","OK"
"GPS-06151","OK"
"GPS-06152","OK"
"GPS-06153","OK"
"GPS-06154","OK"
"GPS-06155","OK"
"GPS-06156","OK"
"GPS-06157","OK"
"GPS-06158","OK"
"GPS-06159","OK"
"GPS-06160","OK"
"GPS-06161","SIGNAL_LOST"
"GPS-06162","OK"
"GPS-06163","OK"
"GPS-06164","OK"
"GPS-06165","OK"
"GPS-06166","OK"
"GPS-06167","OK"
"GPS-06168","OK"
"GPS-06169","OK"
"GPS-06170","OK"
"GPS-06171","OK"
"GPS-06172","OK"
"GPS-06173","OK"
"GPS-06174","OK"
"GPS-06175","OK"
"GPS-06176","OK"
"GPS-06177","OK"
"GPS-06178","OK"
"GPS-06179","OK"
"GPS-06180","OK"
"GPS-06181","OK"
"GPS-06182","OK"
"GPS-06183","OK"
"GPS-06184","OK"
"GPS-06185","OK"
"GPS-06186","OK"
"GPS-06187","OK"
"GPS-06188","OK"
"GPS-06189","OK"
"GPS-06190","OK"
"GPS-06191","OK"
"GPS-06192","OK"
"GPS-06193","OK"
"GPS-06194","OK"
"GPS-06195","OK"
"GPS-06196","OK"
"GPS-06197","OK"
"GPS-06198","OK"
"GPS-06199","OK"
"GPS-06200","OK"
"GPS-06201","OK"
"GPS-06202","OK"
"GPS-06203","OK"
"GPS-06204","OK"
"GPS-06205","OK"
"GPS-06206","OK"
"GPS-06207","OK"
"GPS-06208","OK"
"GPS-06209","OK"
"GPS-06210","OK"
"GPS-06211","OK"
"GPS-06212","OK"
"GPS-06213","OK"
"GPS-06214","OK"
"GPS-06215","OK"
"GPS-06216","OK"
"GPS-06217","OK"
"GPS-06218","OK"
"GPS-06219","OK"
"GPS-06220","OK"
"GPS-06221","OK"
"GPS-06222","OK"
"GPS-06223","OK"
"GPS-06224","OK"
"GPS-06225","OK"
"GPS-06226","OK"
"GPS-06227","OK"
"GPS-06228","OK"
"GPS-06229","OK"
"GPS-06230","OK"
"GPS-06231","SIGNAL_LOST"
"GPS-06232","OK"
"GPS-06233","OK"
"GPS-06234","OK"
"GPS-06235","OK"
"GPS-06236","OK"
"GPS-06237","OK"
"GPS-06238","OK"
"GPS-06239","OK"
"GPS-06240","OK"
"GPS-06241","OFFLINE"
"GPS-06242","OK"
"GPS-06243","OK"
"GPS-06244","OK"
"GPS-06245","OK"
"GPS-06246","OK"
"GPS-06247","OK"
"GPS-06248","OK"
"GPS-06249","OK"
"GPS-06250","OK"
"GPS-06251","OK"
"GPS-06252","OK"
"GPS-06253","OK"
"GPS-06254","OK"
"GPS-06255","OK"
"GPS-06256","OK"
"GPS-06257","OK"
"GPS-06258","OK"
"GPS-06259","OK"
"GPS-06260","OK"
"GPS-06261","OK"
"GPS-06262","OK"
"GPS-06263","OK"
"GPS-06264","OK"
"GPS-06265","OK"
"GPS-06266","OK"
"GPS-06267","OK"
"GPS-06268","OK"
"GPS-06269","OK"
"GPS-06270","OK"
"GPS-06271","OK"
"GPS-06272","OK"
"GPS-06273","OK"
"GPS-06274","OK"
"GPS-06275","OK"
"GPS-06276","OK"
"GPS-06277","OK"
"GPS-06278","OK"
"GPS-06279","OK"
"GPS-06280","OK"
"GPS-06281","OK"
"GPS-06282","OK"
"GPS-06283","OK"
"GPS-06284","OK"
"GPS-06285","OK"
"GPS-06286","OK"
"GPS-06287","OK"
"GPS-06288","OK"
"GPS-06289","OK"
"GPS-06290","OK"
"GPS-06291","OK"
"GPS-06292","OK"
"GPS-06293","OK"
"GPS-06294","OK"
"GPS-06295","OK"
"GPS-06296","OK"
"GPS-06297","OK"
"GPS-06298","OK"
"GPS-06299","OK"
"GPS-06300","OK"
"GPS-06301","SIGNAL_LOST"
"GPS-06302","OK"
"GPS-06303","OK"
"GPS-06304","OK"
"GPS-06305","OK"
"GPS-06306","OK"
"GPS-06307","OK"
"GPS-06308","OK"
"GPS-06309","OK"
"GPS-06310","OK"
"GPS-06311","OK"
"GPS-06312","OK"
"GPS-06313","OK"
"GPS-06314","OK"
"GPS-06315","OK"
"GPS-06316","OK"
"GPS-06317","OK"
"GPS-06318","OK"
"GPS-06319","OK"
"GPS-06320","OK"
"GPS-06321","OK"
"GPS-06322","OK"
"GPS-06323","OK"
"GPS-06324","OK"
"GPS-06325","OK"
"GPS-06326","OK"
"GPS-06327","OK"
"GPS-06328","OK"
"GPS-06329","OK"
"GPS-06330","OK"
"GPS-06331","OK"
"GPS-06332","OK"
"GPS-06333","OK"
"GPS-06334","OK"
"GPS-06335","OK"
"GPS-06336","OK"
"GPS-06337","OK"
"GPS-06338","OK"
"GPS-06339","OK"
"GPS-06340","OK"
"GPS-06341","OK"
"GPS-06342","OK"
"GPS-06343","OK"
"GPS-06344","OK"
"GPS-06345","OK"
"GPS-06346","OK"
"GPS-06347","OK"
"GPS-06348","OK"
"GPS-06349","OK"
"GPS-06350","OK"
"GPS-06351","OK"
"GPS-06352","OK"
"GPS-06353","OK"
"GPS-06354","OK"
"GPS-06355","OK"
"GPS-06356","OK"
"GPS-06357","OK"
"GPS-06358","OK"
"GPS-06359","OK"
"GPS-06360","OK"
"GPS-06361","OK"
"GPS-06362","OK"
"GPS-06363","OK"
"GPS-06364","OK"
"GPS-06365","OK"
"GPS-06366","OK"
"GPS-06367","OK"
"GPS-06368","OK"
"GPS-06369","OK"
"GPS-06370","OK"
"GPS-06371","SIGNAL_LOST"
"GPS-06372","OK"
"GPS-06373","OK"
"GPS-06374","OK"
"GPS-06375","OK"
"GPS-06376","OK"
"GPS-06377","OK"
"GPS-06378","OK"
"GPS-06379","OK"
"GPS-06380","OK"
"GPS-06381","OK"
"GPS-06382","OK"
"GPS-06383","OK"
"GPS-06384","OK"
"GPS-06385","OK"
"GPS-06386","OK"
"GPS-06387","OK"
"GPS-06388","OK"
"GPS-06389","OK"
"GPS-06390","OK"
"GPS-06391","OK"
"GPS-06392","OK"
"GPS-06393","OK"
"GPS-06394","OK"
"GPS-06395","OK"
"GPS-06396","OK"
"GPS-06397","OK"
"GPS-06398","OK"
"GPS-06399","OK"
"GPS-06400","OK"
"GPS-06401","OK"
"GPS-06402","OK"
"GPS-06403","OK"
"GPS-06404","OK"
"GPS-06405","OK"
"GPS-06406","OK"
"GPS-06407","OK"
"GPS-06408","OK"
"GPS-06409","OK"
"GPS-06410","OK"
"GPS-06411","OK"
"GPS-06412","OK"
"GPS-06413","OK"
"GPS-06414","OK"
"GPS-06415","OK"
"GPS-06416","OK"
"GPS-06417","OK"
"GPS-06418","OK"
"GPS-06419","OK"
"GPS-06420","OK"
"GPS-06421","OK"
"GPS-06422","OK"
"GPS-06423","OK"
"GPS-06424","OK"
"GPS-06425","OK"
"GPS-06426","OK"
"GPS-06427","OK"
"GPS-06428","OK"
"GPS-06429","OK"
"GPS-06430","OK"
"GPS-06431","OK"
"GPS-06432","OK"
"GPS-06433","OK"
"GPS-06434","OK"
"GPS-06435","OK"
"GPS-06436","OK"
"GPS-06437","OK"
"GPS-06438","OK"
"GPS-06439","OK"
"GPS-06440","OK"
"GPS-06441","SIGNAL_LOST"
"GPS-06442","OK"
"GPS-06443","OK"
"GPS-06444","OK"
"GPS-06445","OK"
"GPS-06446","OK"
"GPS-06447","OK"
"GPS-06448","OK"
"GPS-06449","OK"
"GPS-06450","OK"
"GPS-06451","OK"
"GPS-06452","OK"
"GPS-06453","OK"
"GPS-06454","OK"
"GPS-06455","OK"
"GPS-06456","OK"
"GPS-06457","OK"
"GPS-06458","OK"
"GPS-06459","OK"
"GPS-06460","OK"
"GPS-06461","OK"
"GPS-06462","OK"
"GPS-06463","OK"
"GPS-06464","OK"
"GPS-06465","OK"
"GPS-06466","OK"
"GPS-06467","OK"
"GPS-06468","OK"
"GPS-06469","OK"
"GPS-06470","OK"
"GPS-06471","OK"
"GPS-06472","OK"
"GPS-06473","OK"
"GPS-06474","OK"
"GPS-06475","OK"
"GPS-06476","OK"
"GPS-06477","OK"
"GPS-06478","OK"
"GPS-06479","OK"
"GPS-06480","OK"
"GPS-06481","OK"
"GPS-06482","OK"
"GPS-06483","OK"
"GPS-06484","OK"
"GPS-06485","OK"
"GPS-06486","OK"
"GPS-06487","OK"
"GPS-06488","OK"
"GPS-06489","OK"
"GPS-06490","OK"
"GPS-06491","OK"
"GPS-06492","OK"
"GPS-06493","OK"
"GPS-06494","OK"
"GPS-06495","OK"
"GPS-06496","OK"
"GPS-06497","OK"
"GPS-06498","OK"
"GPS-06499","OK"
"GPS-06500","OK"
"GPS-06501","OFFLINE"
"GPS-06502","OK"
"GPS-06503","OK"
"GPS-06504","OK"
"GPS-06505","OK"
"GPS-06506","OK"
"GPS-06507","OK"
"GPS-06508","OK"
"GPS-06509","OK"
"GPS-06510","OK"
"GPS-06511","SIGNAL_LOST"
"GPS-06512","OK"
"GPS-06513","OK"
"GPS-06514","OK"
"GPS-06515","OK"
"GPS-06516","OK"
"GPS-06517","OK"
"GPS-06518","OK"
"GPS-06519","OK"
"GPS-06520","OK"
"GPS-06521","OK"
"GPS-06522","OK"
"GPS-06523","OK"
"GPS-06524","OK"
"GPS-06525","OK"
"GPS-06526","OK"
"GPS-06527","OK"
"GPS-06528","OK"
"GPS-06529","OK"
"GPS-06530","OK"
"GPS-06531","OK"
"GPS-06532","OK"
"GPS-06533","OK"
"GPS-06534","OK"
"GPS-06535","OK"
"GPS-06536","OK"
"GPS-06537","OK"
"GPS-06538","OK"
"GPS-06539","OK"
"GPS-06540","OK"
"GPS-06541","OK"
"GPS-06542","OK"
"GPS-06543","OK"
"GPS-06544","OK"
"GPS-06545","OK"
"GPS-06546","OK"
"GPS-06547","OK"
"GPS-06548","OK"
"GPS-06549","OK"
"GPS-06550","OK"
"GPS-06551","OK"
"GPS-06552","OK"
"GPS-06553","OK"
"GPS-06554","OK"
"GPS-06555","OK"
"GPS-06556","OK"
"GPS-06557","OK"
"GPS-06558","OK"
"GPS-06559","OK"
"GPS-06560","OK"
"GPS-06561","OK"
"GPS-06562","OK"
"GPS-06563","OK"
"GPS-06564","OK"
"GPS-06565","OK"
"GPS-06566","OK"
"GPS-06567","OK"
"GPS-06568","OK"
"GPS-06569","OK"
"GPS-06570","OK"
"GPS-06571","OK"
"GPS-06572","OK"
"GPS-06573","OK"
"GPS-06574","OK"
"GPS-06575","OK"
"GPS-06576","OK"
"GPS-06577","OK"
"GPS-06578","OK"
"GPS-06579","OK"
"GPS-06580","OK"
"GPS-06581","SIGNAL_LOST"
"GPS-06582","OK"
"GPS-06583","OK"
"GPS-06584","OK"
"GPS-06585","OK"
"GPS-06586","OK"
"GPS-06587","OK"
"GPS-06588","OK"
"GPS-06589","OK"
"GPS-06590","OK"
"GPS-06591","OK"
"GPS-06592","OK"
"GPS-06593","OK"
"GPS-06594","OK"
"GPS-06595","OK"
"GPS-06596","OK"
"GPS-06597","OK"
"GPS-06598","OK"
"GPS-06599","OK"
"GPS-06600","OK"
"GPS-06601","OK"
"GPS-06602","OK"
"GPS-06603","OK"
"GPS-06604","OK"
"GPS-06605","OK"
"GPS-06606","OK"
"GPS-06607","OK"
"GPS-06608","OK"
"GPS-06609","OK"
"GPS-06610","OK"
"GPS-06611","OK"
"GPS-06612","OK"
"GPS-06613","OK"
"GPS-06614","OK"
"GPS-06615","OK"
"GPS-06616","OK"
"GPS-06617","OK"
"GPS-06618","OK"
"GPS-06619","OK"
"GPS-06620","OK"
"GPS-06621","OK"
"GPS-06622","OK"
"GPS-06623","OK"
"GPS-06624","OK"
"GPS-06625","OK"
"GPS-06626","OK"
"GPS-06627","OK"
"GPS-06628","OK"
"GPS-06629","OK"
"GPS-06630","OK"
"GPS-06631","OFFLINE"
"GPS-06632","OK"
"GPS-06633","OK"
"GPS-06634","OK"
"GPS-06635","OK"
"GPS-06636","OK"
"GPS-06637","OK"
"GPS-06638","OK"
"GPS-06639","OK"
"GPS-06640","OK"
"GPS-06641","OK"
"GPS-06642","OK"
"GPS-06643","OK"
"GPS-06644","OK"
"GPS-06645","OK"
"GPS-06646","OK"
"GPS-06647","OK"
"GPS-06648","OK"
"GPS-06649","OK"
"GPS-06650","OK"
"GPS-06651","SIGNAL_LOST"
"GPS-06652","OK"
"GPS-06653","OK"
"GPS-06654","OK"
"GPS-06655","OK"
"GPS-06656","OK"
"GPS-06657","OK"
"GPS-06658","OK"
"GPS-06659","OK"
"GPS-06660","OK"
"GPS-06661","OK"
"GPS-06662","OK"
"GPS-06663","OK"
"GPS-06664","OK"
"GPS-06665","OK"
"GPS-06666","OK"
"GPS-06667","OK"
"GPS-06668","OK"
"GPS-06669","OK"
"GPS-06670","OK"
"GPS-06671","OK"
"GPS-06672","OK"
"GPS-06673","OK"
"GPS-06674","OK"
"GPS-06675","OK"
"GPS-06676","OK"
"GPS-06677","OK"
"GPS-06678","OK"
"GPS-06679","OK"
"GPS-06680","OK"
"GPS-06681","OK"
"GPS-06682","OK"
"GPS-06683","OK"
"GPS-06684","OK"
"GPS-06685","OK"
"GPS-06686","OK"
"GPS-06687","OK"
"GPS-06688","OK"
"GPS-06689","OK"
"GPS-06690","OK"
"GPS-06691","OK"
"GPS-06692","OK"
"GPS-06693","OK"
"GPS-06694","OK"
"GPS-06695","OK"
"GPS-06696","OK"
"GPS-06697","OK"
"GPS-06698","OK"
"GPS-06699","OK"
"GPS-06700","OK"
"GPS-06701","OK"
"GPS-06702","OK"
"GPS-06703","OK"
"GPS-06704","OK"
"GPS-06705","OK"
"GPS-06706","OK"
"GPS-06707","OK"
"GPS-06708","OK"
"GPS-06709","OK"
"GPS-06710","OK"
"GPS-06711","OK"
"GPS-06712","OK"
"GPS-06713","OK"
"GPS-06714","OK"
"GPS-06715","OK"
"GPS-06716","OK"
"GPS-06717","OK"
"GPS-06718","OK"
"GPS-06719","OK"
"GPS-06720","OK"
"GPS-06721","SIGNAL_LOST"
"GPS-06722","OK"
